-227465.6594093853	  inf
-191575.7486354587	1.57782e-01
-191287.0637243970	1.50690e-03
-191063.8851774290	1.16672e-03
-190886.0004022170	9.31022e-04
-190740.9016172111	7.60133e-04
-190620.2354905294	6.32618e-04
-190518.1927968970	5.35319e-04
-190430.5730565861	4.59902e-04
-190354.2130436416	4.00986e-04
-190286.6366017628	3.55004e-04
-190225.9039877385	3.19164e-04
-190170.6270010367	2.90586e-04
-190119.9337871998	2.66567e-04
-190073.1972467838	2.45827e-04
-190029.8159905656	2.28234e-04
-189989.2484915212	2.13480e-04
-189951.1081105494	2.00750e-04
-189915.1736433739	1.89177e-04
-189881.3571015994	1.78061e-04
-189849.6020214497	1.67236e-04
-189819.7613879392	1.57180e-04
-189791.6316721426	1.48192e-04
-189765.0402002500	1.40109e-04
-189739.8572372742	1.32706e-04
-189715.9668800168	1.25911e-04
-189693.2385853467	1.19802e-04
-189671.5210383101	1.14488e-04
-189650.6498701261	1.10038e-04
-189630.4587907002	1.06465e-04
-189610.7909282074	1.03717e-04
-189591.5021597097	1.01728e-04
-189572.4660177504	1.00406e-04
-189553.5831166302	9.96078e-05
