-80136.9583642184	  inf
-67936.3665566843	1.52247e-01
-67820.0010036613	1.71286e-03
-67731.6174789201	1.30321e-03
-67661.9105233193	1.02916e-03
-67605.5296132113	8.33274e-04
-67558.9759207535	6.88608e-04
-67519.8655998009	5.78906e-04
-67486.5173094889	4.93903e-04
-67457.7101246338	4.26858e-04
-67432.5338566622	3.73216e-04
-67410.2918767385	3.29840e-04
-67390.4382450230	2.94519e-04
-67372.5328241519	2.65697e-04
-67356.2077373267	2.42311e-04
-67341.1452359388	2.23625e-04
-67327.0555314246	2.09229e-04
-67313.6574719878	1.99000e-04
-67300.6798101596	1.92794e-04
-67287.8568120518	1.90533e-04
-67274.9595734344	1.91673e-04
-67261.8611419712	1.94700e-04
-67248.6198644845	1.96862e-04
-67235.5024217140	1.95059e-04
-67222.8703363485	1.87878e-04
-67210.9939954585	1.76671e-04
-67199.9518414832	1.64291e-04
-67189.6662267237	1.53060e-04
-67179.9827997106	1.44121e-04
-67170.7396292491	1.37588e-04
-67161.7905553023	1.33229e-04
-67153.0114416625	1.30716e-04
-67144.3021102482	1.29694e-04
-67135.5823707907	1.29866e-04
-67126.7915686460	1.30941e-04
-67117.8840149610	1.32697e-04
-67108.8239495756	1.34987e-04
-67099.5772508338	1.37787e-04
-67090.1072955298	1.41133e-04
-67080.3706549225	1.45128e-04
-67070.3158551506	1.49892e-04
-67059.8839991256	1.55536e-04
-67049.0106053877	1.62145e-04
-67037.6279968501	1.69765e-04
-67025.6673762465	1.78417e-04
-67013.0602469046	1.88094e-04
-66999.7377897953	1.98804e-04
-66985.6331302378	2.10518e-04
-66970.6772506412	2.23270e-04
-66954.7970577511	2.37122e-04
-66937.9122448484	2.52182e-04
-66919.9284210271	2.68664e-04
-66900.7296424854	2.86892e-04
-66880.1686301532	3.07336e-04
-66858.0575625563	3.30607e-04
-66834.1629430606	3.57393e-04
-66808.1965631921	3.88520e-04
-66779.8120337392	4.24866e-04
-66748.6005305999	4.67379e-04
-66714.0715844363	5.17298e-04
-66675.6293012429	5.76225e-04
-66632.5341574824	6.46340e-04
-66583.8682823555	7.30362e-04
-66528.5071398608	8.31450e-04
-66465.0605135465	9.53676e-04
-66391.7800457601	1.10254e-03
-66306.3979375166	1.28603e-03
-66205.9744268159	1.51454e-03
-66086.8543990860	1.79923e-03
-65944.8951734515	2.14807e-03
-65775.8478172261	2.56346e-03
-65575.4007543669	3.04743e-03
-65338.4298043884	3.61372e-03
-65058.1410112137	4.28980e-03
-64726.4568793627	5.09827e-03
-64336.5205179657	6.02437e-03
-63887.0758362456	6.98584e-03
-63384.8481074932	7.86118e-03
-62841.0166438919	8.57983e-03
-62272.8320330022	9.04162e-03
-61704.7757000247	9.12206e-03
-61148.8800835801	9.00896e-03
-60596.0861090807	9.04013e-03
-60035.7779420913	9.24661e-03
-59455.6337283356	9.66331e-03
-58840.8373694180	1.03404e-02
-58187.3743961413	1.11056e-02
-57560.4046319151	1.07750e-02
-57007.8127004333	9.60021e-03
-56555.5036798347	7.93416e-03
-56196.3176325139	6.35104e-03
-55893.9117056543	5.38124e-03
-55637.9348440627	4.57969e-03
-55423.9828524137	3.84543e-03
-55225.3180568182	3.58446e-03
-55093.9731434324	2.37835e-03
-54934.7980813505	2.88916e-03
-54819.2082835259	2.10413e-03
-54729.8927277471	1.62927e-03
-54661.3806483606	1.25182e-03
-54604.2094495437	1.04592e-03
