-80394.5697598119	  inf
-67853.6714178015	1.55992e-01
-67728.3347039724	1.84716e-03
-67638.0431783531	1.33314e-03
-67569.2433602679	1.01718e-03
-67514.9833581197	8.03028e-04
-67470.9547842567	6.52130e-04
-67434.3377552839	5.42708e-04
-67403.2196485329	4.61458e-04
-67376.2763572035	3.99733e-04
-67352.5717835936	3.51824e-04
-67331.4178167339	3.14078e-04
-67312.2517907229	2.84652e-04
-67294.5664010158	2.62737e-04
-67277.9146383313	2.47446e-04
-67261.9527358425	2.37253e-04
-67246.4890294175	2.29903e-04
-67231.4795945751	2.23200e-04
-67216.9509293632	2.16099e-04
-67202.8993980895	2.09047e-04
-67189.2529222671	2.03064e-04
-67175.9056042842	1.98653e-04
-67162.7585751645	1.95710e-04
-67149.7358619455	1.93898e-04
-67136.7668497738	1.93136e-04
-67123.7759387468	1.93499e-04
-67110.6783493261	1.95126e-04
-67097.3731085332	1.98258e-04
-67083.7462640883	2.03091e-04
-67069.6739566366	2.09772e-04
-67055.0234103169	2.18438e-04
-67039.6545520814	2.29198e-04
-67023.4082589318	2.42339e-04
-67006.0903085686	2.58387e-04
-66987.4558595693	2.78101e-04
-66967.1907566063	3.02521e-04
-66944.8968545214	3.32908e-04
-66920.0812816516	3.70687e-04
-66892.1280456742	4.17711e-04
-66860.2728114893	4.76218e-04
-66823.5717882469	5.48921e-04
-66780.8727319209	6.38982e-04
-66730.7749054527	7.50182e-04
-66671.5446154842	8.87601e-04
-66600.9354598394	1.05906e-03
-66515.9449972693	1.27612e-03
-66412.5844596197	1.55392e-03
-66285.6494520322	1.91131e-03
-66128.4699826608	2.37124e-03
-65932.6287558947	2.96153e-03
-65687.6797717973	3.71514e-03
-65381.0680482253	4.66772e-03
-64999.0331348926	5.84320e-03
-64529.7355243089	7.22007e-03
-63966.6826029154	8.72548e-03
-63308.5991911880	1.02879e-02
-62563.2666747531	1.17730e-02
-61798.8198539981	1.22188e-02
-61078.1867691233	1.16610e-02
-60419.2184033367	1.07889e-02
-59803.0827947588	1.01977e-02
-59198.2514129972	1.01137e-02
-58598.9153423695	1.01242e-02
-58014.7839991419	9.96830e-03
-57525.4914602089	8.43393e-03
-57162.5410228118	6.30938e-03
-56873.7955139426	5.05131e-03
-56617.9080734594	4.49922e-03
-56399.1797130307	3.86324e-03
-56240.8758787569	2.80685e-03
-56118.0682597210	2.18360e-03
-55981.4740292868	2.43405e-03
-55887.5733840045	1.67735e-03
-55819.2520219710	1.22248e-03
-55751.9147390764	1.20635e-03
-55675.1164574350	1.37750e-03
-55622.9684848543	9.36648e-04
-55578.9319448083	7.91697e-04
-55526.8486435133	9.37105e-04
-55478.5885786923	8.69130e-04
-55433.9975286102	8.03752e-04
-55403.8678077612	5.43524e-04
-55385.2289550124	3.36418e-04
-55372.6841296468	2.26501e-04
-55342.1626108076	5.51202e-04
-55309.8683350490	5.83538e-04
-55296.1416617599	2.48178e-04
-55279.6724863217	2.97836e-04
-55267.5015849023	2.20170e-04
-55255.5224094006	2.16749e-04
-55237.7236472300	3.22117e-04
-55225.7453520579	2.16850e-04
-55205.1537731686	3.72862e-04
-55189.1947160113	2.89086e-04
-55181.0294560167	1.47950e-04
-55171.6808986362	1.69416e-04
-55162.0982786801	1.73687e-04
-55154.9752389581	1.29129e-04
-55149.7940411679	9.39389e-05
