"sys" "userno" "topicid" "qno" "noteno" "noteid" "docno" "p" "sysorder"
"345" "vse" 9 40048 8 20 8492 "CBS20001114.1000.0691" 1 3
"346" "vse" 9 40048 8 21 8493 "CBS20001114.1000.0691" 1 3
"347" "vse" 9 40048 8 22 8494 "APW20001111.0851.0294" 0 3
"348" "vse" 9 40048 8 23 8495 "APW20001111.0851.0294" 1 3
"349" "vse" 9 40048 8 31 8503 "ZBN20001112.1300.0037" 1 3
"350" "vse" 9 40048 8 32 8504 "ZBN20001112.1300.0037" 0 3
"351" "vsb" 10 40009 1 8 8074 "APW20001110.1844.0451" 0.674419 1
"352" "vsb" 10 40009 3 1 8067 "VOA20001018.2100.2160" 0.833791 1
"353" "vsb" 10 40009 3 7 8073 "VOA20001018.2100.2160" 1 1
"354" "vsb" 10 40009 4 6 8072 "APW20001110.1844.0451" 1 1
"355" "vsb" 10 40009 5 5 8071 "XIN20001014.1400.0087" 0 1
"356" "vsb" 10 40009 5 4 8070 "XIN20001014.1400.0087" 0 1
"357" "vsb" 10 40009 7 2 8068 "XIN20001029.2000.0106" 0.997126 1
"358" "vsb" 10 40009 7 3 8069 "XIN20001014.1400.0087" 0 1
"359" "vse" 10 40048 1 5 8079 "APW20001112.1831.0439" 1 2
"360" "vse" 10 40048 1 6 8080 "APW20001112.1831.0448" 1 2
"361" "vse" 10 40048 1 7 8081 "APW20001112.1831.0448" 1 2
"362" "vse" 10 40048 2 9 8083 "ZBN20001112.1300.0037" 0 2
"363" "vse" 10 40048 2 10 8084 "APW20001111.0851.0303" 1 2
"364" "vse" 10 40048 2 8 8082 "APW20001111.0851.0294" 1 2
"365" "vse" 10 40048 3 4 8078 "APW20001112.1831.0439" 1 2
"366" "vse" 10 40048 4 1 8075 "APW20001112.1831.0439" 1 2
"367" "vse" 10 40048 6 3 8077 "APW20001112.1831.0439" 0.99187 2
"368" "vse" 10 40048 8 3 8077 "APW20001112.1831.0439" 0.99187 2
"369" "vse" 11 40009 1 15 8117 "APW20001018.1350.0468" 0 1
"370" "vse" 11 40009 2 13 8115 "VOA20001018.2100.2160" 0 1
"371" "vse" 11 40009 2 12 8114 "VOA20001018.2100.2160" 0 1
"372" "vse" 11 40009 3 7 8109 "ZBN20001030.0400.0009" 0.218241 1
"373" "vse" 11 40009 3 2 8104 "VOA20001018.2100.2160" 1 1
"374" "vse" 11 40009 4 12 8114 "VOA20001018.2100.2160" 0 1
"375" "vse" 11 40009 5 9 8111 "VOA20001018.2100.2160" 1 1
"376" "vse" 11 40009 5 8 8110 "VOA20001018.2100.2160" 1 1
"377" "vse" 11 40009 5 11 8113 "VOA20001018.2100.2160" 1 1
"378" "vse" 11 40009 6 6 8108 "ZBN20001030.0400.0009" 1 1
"379" "vse" 11 40009 7 5 8107 "XIN20001110.1400.0088" 1 1
"380" "vse" 11 40009 7 4 8106 "VOA20001224.0500.0524" 1 1
"381" "vse" 11 40009 7 1 8103 "VOA20001018.2100.2160" 1 1
"382" "vsb" 11 40021 1 3 8134 "AFA20010114.1000.0063" 1 3
"383" "vsb" 11 40021 1 14 8145 "APW20010114.0543.0230" 1 3
"384" "vsb" 11 40021 2 3 8134 "AFA20010114.1000.0063" 1 3
"385" "vsb" 11 40021 2 7 8138 "ZBN20010115.0400.0014" 1 3
"386" "vsb" 11 40021 3 2 8133 "AFA20010114.1000.0063" 1 3
"387" "vsb" 11 40021 3 6 8137 "AFA20010114.1000.0063" 0.993378 3
"388" "vsb" 11 40021 3 7 8138 "ZBN20010115.0400.0014" 1 3
"389" "vsb" 11 40021 4 2 8133 "AFA20010114.1000.0063" 1 3
"390" "vsb" 11 40021 5 11 8142 "APW20010115.2023.0562" 0.980198 3
"391" "vsb" 11 40021 6 10 8141 "ZBN20010116.0400.0007" 0.994286 3
"392" "vsb" 11 40021 8 1 8132 "AFA20010114.1000.0063" 1 3
"393" "vsb" 11 40021 9 9 8140 "ZBN20010117.0400.0003" 1 3
"394" "vsb" 11 40021 10 1 8132 "AFA20010114.1000.0063" 1 3
"395" "vsb" 11 40021 11 5 8136 "AFA20010114.1000.0063" 0.993333 3
"396" "vsb" 11 40021 11 13 8144 "APW20010114.0543.0230" 0.692982 3
"397" "vsb" 11 40021 11 4 8135 "AFA20010114.1000.0063" 1 3
"398" "vsb" 11 40021 12 13 8144 "APW20010114.0543.0230" 0.692982 3
"399" "vsb" 11 40021 12 5 8136 "AFA20010114.1000.0063" 0.993333 3
"400" "vsb" 11 40021 12 4 8135 "AFA20010114.1000.0063" 1 3
"401" "vsn" 11 40048 1 13 8131 "CBS20001113.1000.0822" 1 2
"402" "vsn" 11 40048 1 12 8130 "NYT20001112.1903.0110" 0.916895 2
"403" "vsn" 11 40048 2 12 8130 "NYT20001112.1903.0110" 0.916895 2
"404" "vsn" 11 40048 2 3 8121 "APW20001112.1831.0448" 1 2
"405" "vsn" 11 40048 3 10 8128 "APW20001114.1245.0373" 1 2
"406" "vsn" 11 40048 4 8 8126 "APW20001114.1245.0373" 0 2
"407" "vsn" 11 40048 4 9 8127 "APW20001114.1245.0373" 1 2
"408" "vsn" 11 40048 5 2 8120 "APW20001112.1831.0448" 1 2
"409" "vsn" 11 40048 6 6 8124 "NYT20001111.1525.0144" 1 2
"410" "vsn" 11 40048 7 5 8123 "NYT20001111.1525.0144" 0.930233 2
"411" "vsn" 11 40048 8 1 8119 "APW20001112.1831.0448" 1 2
"412" "vsn" 13 40009 1 12 8648 "APW20001016.1724.0512" 1 3
"413" "vsn" 13 40009 1 13 8649 "VOA20001018.2100.0775" 1 3
"414" "vsn" 13 40009 2 2 8638 "APW20001016.1724.0512" 0.992126 3
"415" "vsn" 13 40009 3 7 8643 "VOA20001028.2100.0233" 1 3
"416" "vsn" 13 40009 3 6 8642 "XIN20001029.2000.0106" 0.99729 3
"417" "vsn" 13 40009 3 10 8646 "APW20001016.1724.0512" 1 3
"418" "vsn" 13 40009 4 11 8647 "APW20001016.1724.0512" 0 3
"419" "vsn" 13 40009 5 9 8645 "APW20010117.0520.0259" 1 3
"420" "vsn" 13 40009 6 9 8645 "APW20010117.0520.0259" 1 3
"421" "vsn" 13 40009 6 10 8646 "APW20001016.1724.0512" 1 3
"422" "vsn" 13 40009 7 12 8648 "APW20001016.1724.0512" 1 3
"423" "vsn" 13 40009 7 3 8639 "APW20001016.1724.0512" 0.9984 3
"424" "vsn" 13 40009 7 1 8637 "APW20001016.1724.0512" 0.997372 3
"425" "vse" 13 40021 1 8 8636 "XIN20010131.1400.0097" 0 2
"426" "vse" 13 40021 1 4 8632 "APW20001218.1535.0417" 0 2
"427" "vse" 13 40021 2 8 8636 "XIN20010131.1400.0097" 0 2
"428" "vse" 13 40021 2 4 8632 "APW20001218.1535.0417" 0 2
"429" "vse" 13 40021 3 7 8635 "VOM20010131.0700.0152" 0 2
"430" "vse" 13 40021 5 8 8636 "XIN20010131.1400.0097" 0 2
"431" "vse" 13 40021 7 1 8629 "XIN20010117.2000.0179" 1 2
"432" "vse" 13 40021 7 2 8630 "XIN20010117.2000.0179" 0.997932 2
"433" "vse" 13 40021 10 4 8632 "APW20001218.1535.0417" 0 2
"434" "vse" 13 40021 10 7 8635 "VOM20010131.0700.0152" 0 2
"435" "vse" 13 40021 11 1 8629 "XIN20010117.2000.0179" 1 2
"436" "vse" 13 40021 11 2 8630 "XIN20010117.2000.0179" 0.997932 2
"437" "vse" 13 40021 12 2 8630 "XIN20010117.2000.0179" 0.997932 2
"438" "vsb" 13 40048 1 2 8621 "AFA20001111.1800.0160" 1 1
"439" "vsb" 13 40048 1 1 8620 "ZBN20001113.0400.0019" 1 1
"440" "vsb" 13 40048 1 7 8627 "VOA20001111.2100.0206" 1 1
"441" "vsb" 13 40048 2 1 8620 "ZBN20001113.0400.0019" 1 1
"442" "vsb" 13 40048 3 5 8625 "APW20001111.0851.0294" 1 1
"443" "vsb" 13 40048 3 8 8628 "XIN20001114.2000.0107" 1 1
"444" "vsb" 13 40048 3 3 8622 "XIN20001111.0200.0012" 1 1
"445" "vsb" 13 40048 4 6 8626 "APW20001111.0851.0294" 1 1
"446" "vsb" 13 40048 4 4 8624 "ZBN20001112.1300.0037" 1 1
"447" "vsb" 13 40048 5 3 8622 "XIN20001111.0200.0012" 1 1
"448" "vsb" 13 40048 6 5 8625 "APW20001111.0851.0294" 1 1
"449" "vsb" 13 40048 7 6 8626 "APW20001111.0851.0294" 1 1
"450" "vsb" 13 40048 7 4 8624 "ZBN20001112.1300.0037" 1 1
"451" "vsb" 13 40048 8 7 8627 "VOA20001111.2100.0206" 1 1
"452" "vsb" 13 40048 8 6 8626 "APW20001111.0851.0294" 1 1
"453" "vsb" 13 40048 8 4 8624 "ZBN20001112.1300.0037" 1 1
"454" "vsb" 14 40009 1 10 8688 "ALH20001020.1300.0093" 0.364902 3
"455" "vsb" 14 40009 2 9 8687 "ALH20001020.1300.0093" 1 3
"456" "vsb" 14 40009 3 8 8686 "ALH20001020.1300.0093" 1 3
"457" "vsb" 14 40009 4 2 8679 "ZBN20001030.0400.0009" 1 3
"458" "vsb" 14 40009 5 1 8678 "ZBN20001030.0400.0009" 1 3
"459" "vsb" 14 40009 6 5 8683 "AFA20001018.1800.0227" 1 3
"460" "vsb" 14 40009 6 2 8679 "ZBN20001030.0400.0009" 1 3
"461" "vsb" 14 40009 7 4 8682 "APW20001216.0556.0272" 0 3
"462" "vsn" 14 40021 1 7 8677 "AFA20010114.1800.0155" 0.996785 2
"463" "vsn" 14 40021 1 6 8676 "AFA20010114.1000.0022" 1 2
"464" "vsn" 14 40021 2 5 8675 "VAR20010114.1100.0825" 1 2
"465" "vsn" 14 40021 3 4 8674 "XIN20010114.2000.0139" 1 2
"466" "vsn" 14 40021 4 4 8674 "XIN20010114.2000.0139" 1 2
"467" "vsn" 14 40021 6 2 8672 "APW20010114.0543.0230" 1 2
"468" "vsn" 14 40021 7 3 8673 "VOA20010115.2000.1835" 1 2
"469" "vsn" 14 40021 8 1 8671 "AFA20010114.1000.0063" 1 2
"470" "vsn" 14 40021 10 2 8672 "APW20010114.0543.0230" 1 2
"471" "vsn" 14 40021 11 3 8673 "VOA20010115.2000.1835" 1 2
"472" "vsn" 14 40021 12 3 8673 "VOA20010115.2000.1835" 1 2
"473" "vse" 14 40048 1 8 8669 "APW20001111.1611.0427" 0.560606 1
"474" "vse" 14 40048 2 8 8669 "APW20001111.1611.0427" 0.560606 1
"475" "vse" 14 40048 3 6 8667 "CBS20001111.1000.0659" 0.991935 1
"476" "vse" 14 40048 4 5 8666 "CBS20001114.1000.0691" 0.994203 1
"477" "vse" 14 40048 5 1 8662 "NYT20001112.1903.0110" 1 1
"478" "vse" 14 40048 6 3 8664 "APW20001111.1611.0418" 1 1
"479" "vse" 14 40048 7 2 8663 "APW20001113.1340.0344" 0.996785 1
"480" "vse" 14 40048 8 4 8665 "CBS20001114.1000.0691" 1 1
"481" "vse" 15 40009 1 7 8739 "AFA20010117.1800.0240" 0 3
"482" "vse" 15 40009 1 8 8740 "CNN20001019.1400.0598" 1 3
"483" "vse" 15 40009 2 1 8733 "NYT20001202.1028.0024" 1 3
"484" "vse" 15 40009 5 2 8734 "AFA20001018.1800.0227" 0.995204 3
"485" "vse" 15 40009 6 3 8735 "XIN20001110.1400.0088" 0 3
"486" "vse" 15 40009 6 4 8736 "XIN20001110.1400.0088" 0 3
"487" "vse" 15 40009 6 5 8737 "AFA20001109.1800.0150" 0 3
"488" "vse" 15 40009 6 6 8738 "CNN20001018.1400.0577" 1 3
"489" "vsb" 15 40021 1 20 8732 "APW20010116.1521.0424" 1 2
"490" "vsb" 15 40021 2 20 8732 "APW20010116.1521.0424" 1 2
"491" "vsb" 15 40021 3 6 8718 "CTS20010115.2000.0008" 1 2
"492" "vsb" 15 40021 3 9 8721 "ZBN20010116.0400.0007" 1 2
"493" "vsb" 15 40021 5 13 8725 "ZBN20010116.0400.0007" 1 2
"494" "vsb" 15 40021 6 5 8717 "CTS20010115.2000.0008" 1 2
"495" "vsb" 15 40021 6 7 8719 "VAR20010114.1100.0825" 1 2
"496" "vsb" 15 40021 6 16 8728 "VOM20010114.0700.0373" 1 2
"497" "vsb" 15 40021 8 4 8716 "CBS20010115.1000.0930" 1 2
"498" "vsb" 15 40021 8 14 8726 "ZBN20010116.0400.0007" 0 2
"499" "vsb" 15 40021 9 16 8728 "VOM20010114.0700.0373" 1 2
"500" "vsb" 15 40021 11 8 8720 "AFA20010114.1000.0022" 1 2
"501" "vsb" 15 40021 11 15 8727 "VOM20010114.0700.0373" 1 2
"502" "vsb" 15 40021 11 17 8729 "AFA20010113.1800.0158" 0.767918 2
"503" "vsb" 15 40021 11 18 8730 "CTS20010115.2000.0008" 1 2
"504" "vsb" 15 40021 12 11 8723 "ZBN20010116.0400.0007" 1 2
"505" "vsb" 15 40021 12 12 8724 "ZBN20010116.0400.0007" 1 2
"506" "vsb" 15 40021 12 14 8726 "ZBN20010116.0400.0007" 0 2
"507" "vsn" 15 40048 1 9 8712 "NYT20001112.1903.0110" 1 1
"508" "vsn" 15 40048 2 8 8711 "APW20001112.1831.0439" 0 1
"509" "vsn" 15 40048 2 5 8708 "NYT20001111.1525.0144" 1 1
"510" "vsn" 15 40048 3 2 8705 "APW20001112.1831.0439" 1 1
"511" "vsn" 15 40048 3 4 8707 "NYT20001111.1525.0144" 1 1
"512" "vsn" 15 40048 3 7 8710 "APW20001113.1340.0344" 1 1
"513" "vsn" 15 40048 4 1 8704 "APW20001112.1831.0439" 1 1
"514" "vsn" 15 40048 7 3 8706 "NYT20001111.1525.0144" 1 1
"515" "vse" 16 40009 1 15 8792 "VOA20001018.2100.2160" 0 2
"516" "vse" 16 40009 1 16 8793 "VOA20001018.2100.2160" 1 2
"517" "vse" 16 40009 1 11 8788 "VOA20001018.2100.0775" 1 2
"518" "vse" 16 40009 1 9 8786 "VOA20001018.2100.0775" 1 2
"519" "vse" 16 40009 1 12 8789 "VOA20001018.2100.2160" 1 2
"520" "vse" 16 40009 2 4 8781 "APW20001019.0539.0204" 0.370892 2
"521" "vse" 16 40009 3 3 8780 "APW20001019.0539.0204" 1 2
"522" "vse" 16 40009 4 4 8781 "APW20001019.0539.0204" 0.370892 2
"523" "vse" 16 40009 5 5 8782 "APW20001019.0539.0204" 1 2
"524" "vse" 16 40009 6 1 8778 "APW20001019.0539.0204" 1 2
"525" "vse" 16 40009 6 2 8779 "APW20001019.0539.0204" 1 2
"526" "vse" 16 40009 6 8 8785 "VOA20001018.2100.0775" 1 2
"527" "vse" 16 40009 7 14 8791 "VOA20001018.2100.2160" 1 2
"528" "vsb" 16 40021 1 2 8768 "ZBN20010115.0400.0014" 1 1
"529" "vsb" 16 40021 2 2 8768 "ZBN20010115.0400.0014" 1 1
"530" "vsb" 16 40021 3 8 8774 "AFA20010114.0000.0003" 1 1
"531" "vsb" 16 40021 5 4 8770 "ZBN20010115.0400.0014" 1 1
"532" "vsb" 16 40021 6 3 8769 "ZBN20010115.0400.0014" 1 1
"533" "vsb" 16 40021 9 3 8769 "ZBN20010115.0400.0014" 1 1
"534" "vsb" 16 40021 10 2 8768 "ZBN20010115.0400.0014" 1 1
"535" "vsb" 16 40021 11 1 8767 "ZBN20010115.0400.0014" 1 1
"536" "vsb" 16 40021 11 7 8773 "ABC20010114.1830.0045" 0 1
"537" "vsn" 16 40048 1 13 8806 "APW20001111.0851.0290" 0.9 3
"538" "vsn" 16 40048 1 14 8807 "APW20001111.0851.0290" 0.992537 3
"539" "vsn" 16 40048 2 11 8804 "APW20001207.1122.0418" 1 3
"540" "vsn" 16 40048 3 14 8807 "APW20001111.0851.0290" 0.992537 3
"541" "vsn" 16 40048 3 10 8803 "APW20001111.0851.0290" 1 3
"542" "vsn" 16 40048 4 7 8800 "NYT20001111.1525.0144" 0.826923 3
"543" "vsn" 16 40048 5 2 8795 "NYT20001111.1525.0144" 0.997525 3
"544" "vsn" 16 40048 6 10 8803 "APW20001111.0851.0290" 1 3
"545" "vsn" 16 40048 7 13 8806 "APW20001111.0851.0290" 0.9 3
"546" "vsn" 16 40048 7 8 8801 "NYT20001111.1525.0144" 0.995049 3
"547" "vsn" 16 40048 7 7 8800 "NYT20001111.1525.0144" 0.826923 3
"548" "vsn" 16 40048 7 6 8799 "NYT20001111.1525.0144" 0 3
"549" "vsn" 16 40048 8 2 8795 "NYT20001111.1525.0144" 0.997525 3
"550" "vsn" 17 40009 1 5 8846 "APW20001019.0539.0204" 1 2
"551" "vsn" 17 40009 1 10 8851 "APW20001019.0539.0204" 0 2
"552" "vsn" 17 40009 2 11 8852 "XIN20001014.1400.0087" 0.651908 2
"553" "vsn" 17 40009 2 4 8845 "VOA20001018.2100.0775" 0.99462 2
"554" "vsn" 17 40009 3 1 8842 "APW20001018.1350.0468" 1 2
"555" "vsn" 17 40009 3 8 8849 "APW20001019.0539.0204" 0 2
"556" "vsn" 17 40009 3 10 8851 "APW20001019.0539.0204" 0 2
"557" "vsn" 17 40009 4 11 8852 "XIN20001014.1400.0087" 0.651908 2
"558" "vsn" 17 40009 4 10 8851 "APW20001019.0539.0204" 0 2
"559" "vsn" 17 40009 5 3 8844 "ZBN20001030.0400.0009" 1 2
"560" "vsn" 17 40009 6 1 8842 "APW20001018.1350.0468" 1 2
"561" "vsn" 17 40009 6 2 8843 "APW20001018.1350.0468" 1 2
"562" "vsn" 17 40009 7 1 8842 "APW20001018.1350.0468" 1 2
"563" "vsn" 17 40009 7 7 8848 "APW20001019.0539.0204" 0.849462 2
"564" "vsn" 17 40009 7 9 8850 "APW20001019.0539.0204" 0 2
"565" "vsn" 17 40009 7 5 8846 "APW20001019.0539.0204" 1 2
"566" "vse" 17 40021 1 5 8835 "ZBN20010115.0400.0014" 1 1
"567" "vse" 17 40021 1 3 8833 "XIN20010114.2000.0139" 1 1
"568" "vse" 17 40021 2 10 8840 "XIN20010115.1400.0118" 0.991111 1
"569" "vse" 17 40021 3 1 8831 "CTS20010115.2000.0008" 1 1
"570" "vse" 17 40021 3 5 8835 "ZBN20010115.0400.0014" 1 1
"571" "vse" 17 40021 4 5 8835 "ZBN20010115.0400.0014" 1 1
"572" "vse" 17 40021 4 3 8833 "XIN20010114.2000.0139" 1 1
"573" "vse" 17 40021 5 10 8840 "XIN20010115.1400.0118" 0.991111 1
"574" "vse" 17 40021 5 11 8841 "XIN20010115.2000.0144" 1 1
"575" "vse" 17 40021 6 4 8834 "ZBN20010115.0400.0014" 0.990544 1
"576" "vse" 17 40021 6 7 8837 "XIN20010115.2000.0144" 1 1
"577" "vse" 17 40021 7 3 8833 "XIN20010114.2000.0139" 1 1
"578" "vse" 17 40021 7 1 8831 "CTS20010115.2000.0008" 1 1
"579" "vse" 17 40021 8 3 8833 "XIN20010114.2000.0139" 1 1
"580" "vse" 17 40021 9 4 8834 "ZBN20010115.0400.0014" 0.990544 1
"581" "vse" 17 40021 10 9 8839 "XIN20010115.1400.0118" 0.904605 1
"582" "vse" 17 40021 11 7 8837 "XIN20010115.2000.0144" 1 1
"583" "vse" 17 40021 12 4 8834 "ZBN20010115.0400.0014" 0.990544 1
"584" "vsb" 17 40048 1 8 8862 "APW20001112.1831.0448" 1 3
"585" "vsb" 17 40048 1 6 8860 "NYT20001112.1903.0110" 0.916895 3
"586" "vsb" 17 40048 2 1 8855 "NYT20001112.1903.0110" 0.997396 3
"587" "vsb" 17 40048 2 8 8862 "APW20001112.1831.0448" 1 3
"588" "vsb" 17 40048 2 13 8867 "APW20001111.0851.0294" 1 3
"589" "vsb" 17 40048 3 3 8857 "NYT20001112.1903.0110" 0 3
"590" "vsb" 17 40048 4 17 8871 "NBC20001112.1830.1225" 0.997361 3
"591" "vsb" 17 40048 4 14 8868 "CBS20001114.1000.0691" 1 3
"592" "vsb" 17 40048 5 7 8861 "NYT20001112.1903.0110" 0.661523 3
"593" "vsb" 17 40048 5 10 8864 "APW20001112.1831.0448" 0.743378 3
"594" "vsb" 17 40048 5 17 8871 "NBC20001112.1830.1225" 0.997361 3
"595" "vsb" 17 40048 6 16 8870 "CBS20001112.1000.0176" 0.561702 3
"596" "vsb" 17 40048 6 17 8871 "NBC20001112.1830.1225" 0.997361 3
"597" "vsb" 17 40048 7 12 8866 "APW20001112.1831.0448" 1 3
"598" "vsb" 17 40048 7 14 8868 "CBS20001114.1000.0691" 1 3
"599" "vsb" 18 40009 1 6 8905 "NYT20001202.1028.0024" 0 2
"600" "vsb" 18 40009 1 2 8901 "ZBN20001030.0400.0009" 0.99811 2
"601" "vsb" 18 40009 3 6 8905 "NYT20001202.1028.0024" 0 2
"602" "vsb" 18 40009 4 2 8901 "ZBN20001030.0400.0009" 0.99811 2
"603" "vsb" 18 40009 5 1 8900 "ZBN20001030.0400.0009" 1 2
"604" "vsb" 18 40009 5 3 8902 "VOA20001018.2100.2160" 0.997908 2
"605" "vsb" 18 40009 6 3 8902 "VOA20001018.2100.2160" 0.997908 2
"606" "vsb" 18 40009 6 4 8903 "VOA20001018.2100.2160" 1 2
"607" "vsb" 18 40009 6 8 8907 "NYT20001202.1028.0024" 1 2
"608" "vsb" 18 40009 7 5 8904 "XIN20001110.1400.0088" 1 2
"609" "vsn" 18 40021 1 9 8899 "APW20010114.0543.0317" 1 1
"610" "vsn" 18 40021 2 3 8893 "ZBN20010116.0400.0007" 1 1
"611" "vsn" 18 40021 2 9 8899 "APW20010114.0543.0317" 1 1
"612" "vsn" 18 40021 3 6 8896 "APW20010125.0333.0172" 1 1
"613" "vsn" 18 40021 4 6 8896 "APW20010125.0333.0172" 1 1
"614" "vsn" 18 40021 5 2 8892 "ZBN20010116.0400.0007" 1 1
"615" "vsn" 18 40021 5 4 8894 "ZBN20010116.0400.0007" 1 1
"616" "vsn" 18 40021 6 5 8895 "APW20010114.0543.0317" 1 1
"617" "vsn" 18 40021 9 5 8895 "APW20010114.0543.0317" 1 1
"618" "vsn" 18 40021 10 4 8894 "ZBN20010116.0400.0007" 1 1
"619" "vsn" 18 40021 11 1 8891 "ZBN20010116.0400.0007" 1 1
"620" "vse" 18 40048 1 1 8909 "NYT20001112.1903.0110" 1 3
"621" "vse" 18 40048 1 8 8919 "PRI20001113.2000.1925" 0.689342 3
"622" "vse" 18 40048 2 12 8923 "APW20001207.1122.0418" 0.990099 3
"623" "vse" 18 40048 3 10 8921 "APW20001112.0900.0308" 0 3
"624" "vse" 18 40048 4 11 8922 "APW20001112.0900.0308" 1 3
"625" "vse" 18 40048 5 3 8912 "NYT20001112.1903.0110" 1 3
"626" "vse" 18 40048 7 2 8910 "NYT20001112.1903.0110" 1 3
"627" "vse" 18 40048 7 6 8916 "APW20001112.1831.0439" 1 3
"628" "vse" 18 40048 7 7 8917 "APW20001112.1831.0439" 1 3
"629" "vse" 18 40048 8 6 8916 "APW20001112.1831.0439" 1 3
"630" "vse" 18 40048 8 9 8920 "CBS20001114.1000.0691" 1 3
"631" "vsb" 19 40009 1 8 8962 "NYT20001202.1028.0024" 0 1
"632" "vsb" 19 40009 1 5 8958 "XIN20001029.2000.0106" 0.557377 1
"633" "vsb" 19 40009 2 8 8962 "NYT20001202.1028.0024" 0 1
"634" "vsb" 19 40009 3 2 8955 "VOA20001018.2100.2160" 0.998213 1
"635" "vsb" 19 40009 3 6 8960 "VOA20001018.2100.0775" 0.994521 1
"636" "vsb" 19 40009 4 8 8962 "NYT20001202.1028.0024" 0 1
"637" "vsb" 19 40009 5 7 8961 "CNN20001019.1400.0598" 0.992256 1
"638" "vsb" 19 40009 6 2 8955 "VOA20001018.2100.2160" 0.998213 1
"639" "vsb" 19 40009 6 3 8956 "XIN20001029.2000.0106" 1 1
"640" "vsb" 19 40009 6 4 8957 "VOA20001018.2100.0775" 1 1
"641" "vsb" 19 40009 7 1 8954 "ZBN20001030.0400.0009" 1 1
"642" "vsn" 19 40021 1 2 8978 "APW20010114.0543.0317" 1 3
"643" "vsn" 19 40021 1 3 8979 "APW20010114.0543.0317" 1 3
"644" "vsn" 19 40021 1 4 8980 "ZBN20010116.0400.0007" 1 3
"645" "vsn" 19 40021 1 7 8983 "APW20010114.1733.0443" 1 3
"646" "vsn" 19 40021 2 3 8979 "APW20010114.0543.0317" 1 3
"647" "vsn" 19 40021 3 7 8983 "APW20010114.1733.0443" 1 3
"648" "vsn" 19 40021 5 1 8977 "APW20010114.0543.0317" 1 3
"649" "vsn" 19 40021 6 3 8979 "APW20010114.0543.0317" 1 3
"650" "vsn" 19 40021 6 5 8981 "ZBN20010116.0400.0007" 1 3
"651" "vsn" 19 40021 6 8 8984 "APW20010114.1733.0443" 1 3
"652" "vsn" 19 40021 6 10 8986 "AFA20010114.0000.0003" 1 3
"653" "vsn" 19 40021 8 2 8978 "APW20010114.0543.0317" 1 3
"654" "vsn" 19 40021 8 4 8980 "ZBN20010116.0400.0007" 1 3
"655" "vsn" 19 40021 9 10 8986 "AFA20010114.0000.0003" 1 3
"656" "vsn" 19 40021 9 8 8984 "APW20010114.1733.0443" 1 3
"657" "vsn" 19 40021 9 6 8982 "CNN20010115.1400.0111" 1 3
"658" "vsn" 19 40021 11 9 8985 "XIN20010117.2000.0179" 1 3
"659" "vsn" 19 40021 11 4 8980 "ZBN20010116.0400.0007" 1 3
"660" "vse" 19 40048 1 2 8964 "APW20001112.1831.0448" 1 2
"661" "vse" 19 40048 1 6 8968 "APW20001112.1831.0448" 1 2
"662" "vse" 19 40048 1 12 8974 "APW20001111.0851.0303" 1 2
"663" "vse" 19 40048 1 14 8976 "ZBN20001112.1300.0037" 1 2
"664" "vse" 19 40048 2 10 8972 "XIN20001114.2000.0107" 1 2
"665" "vse" 19 40048 2 11 8973 "XIN20001111.0200.0012" 1 2
"666" "vse" 19 40048 3 13 8975 "APW20001111.0851.0303" 1 2
"667" "vse" 19 40048 4 1 8963 "APW20001112.1831.0448" 1 2
"668" "vse" 19 40048 4 3 8965 "APW20001112.1831.0448" 1 2
"669" "vse" 19 40048 5 4 8966 "APW20001112.1831.0448" 1 2
"670" "vse" 19 40048 6 5 8967 "APW20001112.1831.0448" 1 2
"671" "vse" 19 40048 6 7 8969 "NYT20001112.1903.0110" 1 2
"672" "vse" 19 40048 6 8 8970 "NYT20001112.1903.0110" 1 2
"673" "vse" 19 40048 7 1 8963 "APW20001112.1831.0448" 1 2
"674" "vse" 19 40048 7 3 8965 "APW20001112.1831.0448" 1 2
"675" "vse" 19 40048 8 1 8963 "APW20001112.1831.0448" 1 2
"676" "vse" 19 40048 8 3 8965 "APW20001112.1831.0448" 1 2
"677" "vse" 20 40009 1 5 8213 "ZBN20001030.0400.0009" 0.674667 1
"678" "vse" 20 40009 3 1 8208 "ZBN20001030.0400.0009" 0.997126 1
"679" "vse" 20 40009 3 3 8210 "APW20001018.1350.0468" 0.35 1
"680" "vse" 20 40009 5 4 8212 "XIN20001029.2000.0106" 0.997559 1
"681" "vse" 20 40009 6 2 8209 "APW20001016.1724.0512" 0.998545 1
"682" "vse" 20 40009 6 3 8210 "APW20001018.1350.0468" 0.35 1
"683" "vse" 20 40009 7 4 8212 "XIN20001029.2000.0106" 0.997559 1
"684" "vse" 20 40009 7 5 8213 "ZBN20001030.0400.0009" 0.674667 1
"685" "vsb" 20 40021 1 7 8231 "AFA20010114.0000.0003" 0.994898 3
"686" "vsb" 20 40021 1 9 8233 "CTS20010115.2000.0008" 1 3
"687" "vsb" 20 40021 1 10 8234 "APW20010114.0543.0317" 0.5 3
"688" "vsb" 20 40021 1 11 8235 "ZBN20010115.0400.0014" 1 3
"689" "vsb" 20 40021 1 12 8236 "ZBN20010116.0400.0007" 1 3
"690" "vsb" 20 40021 3 12 8236 "ZBN20010116.0400.0007" 1 3
"691" "vsb" 20 40021 4 9 8233 "CTS20010115.2000.0008" 1 3
