"sys" "userno" "topicid" "qno" "noteno" "noteid" "docno" "p" "sysorder"
"692" "vsb" 20 40021 5 5 8229 "APW20010114.0543.0317" 1 3
"693" "vsb" 20 40021 6 1 8225 "ZBN20010115.0400.0014" 0.996756 3
"694" "vsb" 20 40021 7 2 8226 "ZBN20010115.0400.0014" 0.508299 3
"695" "vsb" 20 40021 7 4 8228 "AFA20010114.1000.0063" 0.997089 3
"696" "vsb" 20 40021 7 6 8230 "XIN20010114.2000.0139" 0.992381 3
"697" "vsb" 20 40021 8 3 8227 "ZBN20010115.0400.0014" 0.556777 3
"698" "vsb" 20 40021 9 4 8228 "AFA20010114.1000.0063" 0.997089 3
"699" "vsb" 20 40021 9 8 8232 "CTS20010115.2000.0008" 0.859043 3
"700" "vsb" 20 40021 10 7 8231 "AFA20010114.0000.0003" 0.994898 3
"701" "vsb" 20 40021 10 9 8233 "CTS20010115.2000.0008" 1 3
"702" "vsb" 20 40021 10 10 8234 "APW20010114.0543.0317" 0.5 3
"703" "vsb" 20 40021 10 11 8235 "ZBN20010115.0400.0014" 1 3
"704" "vsb" 20 40021 12 4 8228 "AFA20010114.1000.0063" 0.997089 3
"705" "vsb" 20 40021 12 8 8232 "CTS20010115.2000.0008" 0.859043 3
"706" "vsn" 20 40048 1 1 8215 "NYT20001111.1525.0144" 0.995652 2
"707" "vsn" 20 40048 1 3 8217 "NYT20001111.1525.0144" 0.998366 2
"708" "vsn" 20 40048 1 9 8223 "APW20001112.1831.0439" 1 2
"709" "vsn" 20 40048 2 1 8215 "NYT20001111.1525.0144" 0.995652 2
"710" "vsn" 20 40048 2 8 8222 "APW20001112.1831.0439" 1 2
"711" "vsn" 20 40048 3 10 8224 "APW20001113.1340.0344" 1 2
"712" "vsn" 20 40048 4 5 8219 "NYT20001111.1525.0144" 1 2
"713" "vsn" 20 40048 5 4 8218 "NYT20001111.1525.0144" 0.997135 2
"714" "vsn" 20 40048 6 6 8220 "NYT20001111.1525.0144" 0.531172 2
"715" "vsn" 20 40048 7 2 8216 "NYT20001111.1525.0144" 1 2
"716" "vsn" 20 40048 7 7 8221 "NYT20001111.1525.0144" 0 2
"717" "vsn" 20 40048 8 5 8219 "NYT20001111.1525.0144" 1 2
"718" "vsn" 21 40009 1 13 9016 "APW20001019.0539.0204" 1 1
"719" "vsn" 21 40009 2 12 9015 "ZBN20001030.0400.0009" 0 1
"720" "vsn" 21 40009 2 11 9014 "ZBN20001030.0400.0009" 1 1
"721" "vsn" 21 40009 3 1 9004 "ZBN20001030.0400.0009" 1 1
"722" "vsn" 21 40009 3 3 9006 "APW20001016.1724.0512" 1 1
"723" "vsn" 21 40009 4 13 9016 "APW20001019.0539.0204" 1 1
"724" "vsn" 21 40009 5 7 9010 "CNN20001019.1400.0598" 1 1
"725" "vsn" 21 40009 5 10 9013 "ZBN20001030.0400.0009" 0 1
"726" "vsn" 21 40009 6 10 9013 "ZBN20001030.0400.0009" 0 1
"727" "vsn" 21 40009 6 9 9012 "XIN20001029.2000.0106" 0.557377 1
"728" "vsn" 21 40009 6 8 9011 "CNN20001019.1400.0598" 0.991304 1
"729" "vsn" 21 40009 6 5 9008 "APW20001016.1724.0512" 1 1
"730" "vsn" 21 40009 7 7 9010 "CNN20001019.1400.0598" 1 1
"731" "vsn" 21 40009 7 6 9009 "CNN20001019.1400.0598" 1 1
"732" "vsn" 21 40009 7 2 9005 "APW20001016.1724.0512" 1 1
"733" "vsn" 21 40009 7 4 9007 "APW20001016.1724.0512" 1 1
"734" "vse" 21 40021 1 20 9053 "CNN20010115.0900.0296" 1 3
"735" "vse" 21 40021 1 19 9052 "CNN20010115.0900.0296" 0 3
"736" "vse" 21 40021 2 18 9051 "ZBN20010116.0400.0007" 1 3
"737" "vse" 21 40021 3 17 9050 "CTS20010116.1300.0512" 1 3
"738" "vse" 21 40021 4 19 9052 "CNN20010115.0900.0296" 0 3
"739" "vse" 21 40021 5 17 9050 "CTS20010116.1300.0512" 1 3
"740" "vse" 21 40021 5 13 9046 "XIN20010115.2000.0144" 1 3
"741" "vse" 21 40021 5 11 9044 "AFA20010114.1000.0063" 1 3
"742" "vse" 21 40021 6 14 9047 "CNN20010114.1400.0018" 1 3
"743" "vse" 21 40021 6 15 9048 "AFA20010114.0000.0003" 1 3
"744" "vse" 21 40021 7 15 9048 "AFA20010114.0000.0003" 1 3
"745" "vse" 21 40021 7 12 9045 "AFA20010114.1000.0063" 0.993399 3
"746" "vse" 21 40021 8 16 9049 "CTS20010116.1300.0512" 1 3
"747" "vse" 21 40021 10 11 9044 "AFA20010114.1000.0063" 1 3
"748" "vse" 21 40021 11 2 9035 "ZBN20010116.0400.0007" 1 3
"749" "vse" 21 40021 11 3 9036 "ZBN20010116.0400.0007" 1 3
"750" "vse" 21 40021 11 1 9034 "ZBN20010116.0400.0007" 1 3
"751" "vse" 21 40021 11 5 9038 "CTS20010119.1300.0854" 1 3
"752" "vse" 21 40021 12 9 9042 "AFA20010114.1000.0063" 1 3
"753" "vse" 21 40021 12 3 9036 "ZBN20010116.0400.0007" 1 3
"754" "vse" 21 40021 12 6 9039 "ZBN20010116.0400.0007" 0 3
"755" "vsb" 21 40048 1 17 9033 "APW20001114.1245.0373" 1 2
"756" "vsb" 21 40048 1 16 9032 "NYT20001112.1903.0110" 1 2
"757" "vsb" 21 40048 2 15 9031 "APW20001111.1611.0427" 0.993421 2
"758" "vsb" 21 40048 3 12 9028 "APW20001111.0851.0291" 0 2
"759" "vsb" 21 40048 3 11 9027 "CBS20001112.1000.0176" 0.986755 2
"760" "vsb" 21 40048 3 8 9024 "CBS20001114.1000.0691" 1 2
"761" "vsb" 21 40048 4 14 9030 "XIN20001111.0200.0012" 1 2
"762" "vsb" 21 40048 5 4 9020 "NYT20001112.1903.0110" 1 2
"763" "vsb" 21 40048 5 3 9019 "CBS20001113.1000.0822" 1 2
"764" "vsb" 21 40048 6 7 9023 "CBS20001114.1000.0691" 1 2
"765" "vsb" 21 40048 7 9 9025 "APW20001111.0851.0294" 1 2
"766" "vsb" 21 40048 7 2 9018 "NYT20001112.1903.0110" 1 2
"767" "vsb" 21 40048 7 1 9017 "NYT20001112.1903.0110" 1 2
"768" "vsb" 21 40048 8 4 9020 "NYT20001112.1903.0110" 1 2
"769" "vsb" 21 40048 8 3 9019 "CBS20001113.1000.0822" 1 2
"770" "vsb" 22 40048 1 6 9409 "NYT20001112.1903.0110" 1 1
"771" "vsb" 22 40048 1 7 9410 "NYT20001112.1903.0110" 1 1
"772" "vsb" 22 40048 2 5 9408 "NYT20001112.1903.0110" 1 1
"773" "vsb" 22 40048 3 2 9402 "APW20001112.1831.0448" 1 1
"774" "vsb" 22 40048 4 4 9407 "NYT20001112.1903.0110" 1 1
"775" "vsb" 22 40048 6 1 9401 "APW20001112.1831.0439" 1 1
"776" "vsb" 22 40048 7 3 9405 "APW20001112.1831.0448" 0.9941 1
"777" "vse" 22 40021 1 8 9419 "AFA20010114.1400.0094" 1 2
"778" "vse" 22 40021 2 1 9412 "AFA20010114.1000.0063" 1 2
"779" "vse" 22 40021 3 7 9418 "AFA20010114.1400.0094" 1 2
"780" "vse" 22 40021 5 2 9413 "AFA20010114.1000.0063" 1 2
"781" "vse" 22 40021 5 6 9417 "AFA20010114.1000.0063" 1 2
"782" "vse" 22 40021 6 3 9414 "AFA20010114.1000.0063" 1 2
"783" "vse" 22 40021 10 5 9416 "AFA20010114.1000.0063" 1 2
"784" "vse" 22 40021 11 4 9415 "AFA20010114.1000.0063" 0 2
"785" "vsn" 22 40009 1 8 9427 "VOA20001018.2100.2160" 1 3
"786" "vsn" 22 40009 2 7 9426 "APW20001018.1350.0468" 0.613445 3
"787" "vsn" 22 40009 3 2 9421 "ZBN20001030.0400.0009" 1 3
"788" "vsn" 22 40009 4 6 9425 "NYT20001006.2228.0359" 0 3
"789" "vsn" 22 40009 5 1 9420 "ZBN20001030.0400.0009" 1 3
"790" "vsn" 22 40009 6 2 9421 "ZBN20001030.0400.0009" 1 3
"791" "vsn" 22 40009 6 3 9422 "NYT20001006.2228.0359" 1 3
"792" "vsn" 22 40009 6 4 9423 "ALH20001020.1300.0093" 1 3
"793" "vsn" 22 40009 7 5 9424 "APW20001016.1724.0512" 1 3
"794" "vsb" 23 40009 1 8 9197 "ZBN20001030.0400.0009" 1 3
"795" "vsb" 23 40009 2 9 9198 "XIN20001029.2000.0106" 1 3
"796" "vsb" 23 40009 2 7 9196 "VOA20001018.2100.2160" 0.680887 3
"797" "vsb" 23 40009 3 6 9195 "VOA20001018.2100.2160" 0.998213 3
"798" "vsb" 23 40009 4 2 9191 "VOA20001018.2100.2160" 1 3
"799" "vsb" 23 40009 5 4 9193 "VOA20001018.2100.2160" 0.998373 3
"800" "vsb" 23 40009 6 3 9192 "VOA20001018.2100.2160" 1 3
"801" "vsb" 23 40009 7 1 9190 "VOA20001018.2100.2160" 1 3
"802" "vsn" 23 40021 1 11 9186 "AFA20010114.0000.0003" 0.997616 2
"803" "vsn" 23 40021 1 12 9187 "XIN20010115.2000.0144" 1 2
"804" "vsn" 23 40021 1 13 9188 "XIN20010115.2000.0144" 1 2
"805" "vsn" 23 40021 1 14 9189 "XIN20010115.2000.0144" 1 2
"806" "vsn" 23 40021 3 12 9187 "XIN20010115.2000.0144" 1 2
"807" "vsn" 23 40021 4 1 9176 "ZBN20010115.0400.0014" 1 2
"808" "vsn" 23 40021 5 10 9185 "AFA20010114.0000.0003" 1 2
"809" "vsn" 23 40021 6 9 9184 "VAR20010114.1100.0825" 1 2
"810" "vsn" 23 40021 7 2 9177 "ZBN20010115.0400.0014" 1 2
"811" "vsn" 23 40021 8 6 9181 "CTS20010115.2000.0008" 0.99632 2
"812" "vsn" 23 40021 10 10 9185 "AFA20010114.0000.0003" 1 2
"813" "vsn" 23 40021 11 8 9183 "CTS20010123.1300.1023" 1 2
"814" "vsn" 23 40021 12 4 9179 "AFA20010114.1000.0063" 1 2
"815" "vse" 23 40048 1 10 9175 "XIN20001112.0200.0028" 1 1
"816" "vse" 23 40048 2 8 9173 "NYT20001111.1525.0144" 1 1
"817" "vse" 23 40048 3 7 9172 "APW20001111.1611.0427" 0 1
"818" "vse" 23 40048 4 3 9168 "NYT20001111.1525.0144" 1 1
"819" "vse" 23 40048 5 4 9169 "NYT20001111.1525.0144" 1 1
"820" "vse" 23 40048 6 5 9170 "APW20001114.1245.0373" 0.996933 1
"821" "vse" 23 40048 7 3 9168 "NYT20001111.1525.0144" 1 1
"822" "vsn" 24 40048 1 1 9213 "CBS20001111.1000.0659" 1 1
"823" "vsn" 24 40048 1 6 9219 "CBS20001112.1000.0176" 1 1
"824" "vsn" 24 40048 2 1 9213 "CBS20001111.1000.0659" 1 1
"825" "vsn" 24 40048 2 6 9219 "CBS20001112.1000.0176" 1 1
"826" "vsn" 24 40048 3 10 9223 "VOA20001112.2100.2621" 1 1
"827" "vsn" 24 40048 4 9 9222 "VOA20001112.2100.2621" 1 1
"828" "vsn" 24 40048 5 2 9214 "CBS20001111.1000.0659" 1 1
"829" "vsn" 24 40048 5 4 9216 "APW20001112.0900.0320" 1 1
"830" "vsn" 24 40048 6 11 9224 "VOA20001112.2100.2621" 1 1
"831" "vsn" 24 40048 7 3 9215 "CBS20001111.1000.0659" 1 1
"832" "vsn" 24 40048 8 2 9214 "CBS20001111.1000.0659" 1 1
"833" "vsb" 24 40021 1 11 9239 "VOM20010116.0700.2014" 1 2
"834" "vsb" 24 40021 2 11 9239 "VOM20010116.0700.2014" 1 2
"835" "vsb" 24 40021 3 7 9235 "ZBN20010115.0400.0014" 0.497758 2
"836" "vsb" 24 40021 5 10 9238 "AFA20010114.0000.0003" 0 2
"837" "vsb" 24 40021 6 2 9230 "AFA20010114.1000.0063" 1 2
"838" "vsb" 24 40021 7 12 9240 "CNN20010114.0900.0182" 0.678233 2
"839" "vsb" 24 40021 8 6 9234 "ZBN20010115.0400.0014" 0 2
"840" "vsb" 24 40021 9 1 9229 "ZBN20010115.0400.0014" 1 2
"841" "vsb" 24 40021 9 6 9234 "ZBN20010115.0400.0014" 0 2
"842" "vsb" 24 40021 10 5 9233 "ZBN20010115.0400.0014" 1 2
"843" "vsb" 24 40021 11 9 9237 "AFA20010114.0000.0003" 0.988506 2
"844" "vsb" 24 40021 11 3 9231 "AFA20010114.1000.0063" 1 2
"845" "vsb" 24 40021 12 6 9234 "ZBN20010115.0400.0014" 0 2
"846" "vse" 24 40009 1 10 9253 "ZBN20001030.0400.0009" 0 3
"847" "vse" 24 40009 3 7 9250 "VOA20001018.2100.2160" 1 3
"848" "vse" 24 40009 4 4 9247 "VOA20001018.2100.2160" 1 3
"849" "vse" 24 40009 5 8 9251 "APW20010117.2147.0916" 0 3
"850" "vse" 24 40009 6 9 9252 "ZBN20001030.0400.0009" 1 3
"851" "vse" 24 40009 6 7 9250 "VOA20001018.2100.2160" 1 3
"852" "vse" 24 40009 6 6 9249 "VOA20001018.2100.2160" 1 3
"853" "vse" 24 40009 6 3 9245 "VOA20001018.2100.2160" 1 3
"854" "vse" 24 40009 7 2 9244 "VOA20001018.2100.0775" 1 3
"855" "vse" 24 40009 7 4 9247 "VOA20001018.2100.2160" 1 3
"856" "vse" 24 40009 7 6 9249 "VOA20001018.2100.2160" 1 3
"857" "vse" 24 40009 7 7 9250 "VOA20001018.2100.2160" 1 3
"858" "vse" 24 40009 7 9 9252 "ZBN20001030.0400.0009" 1 3
"859" "vse" 24 40009 7 10 9253 "ZBN20001030.0400.0009" 0 3
"860" "vsn" 25 40048 1 12 9299 "NYT20001111.1525.0144" 1 3
"861" "vsn" 25 40048 1 13 9300 "VOA20001114.2000.0217" 1 3
"862" "vsn" 25 40048 2 14 9301 "AFA20001111.1800.0160" 1 3
"863" "vsn" 25 40048 2 3 9290 "XIN20001111.0200.0012" 1 3
"864" "vsn" 25 40048 3 6 9293 "XIN20001111.0200.0012" 1 3
"865" "vsn" 25 40048 4 5 9292 "XIN20001111.0200.0012" 0.992126 3
"866" "vsn" 25 40048 5 1 9288 "ZBN20001113.0400.0019" 1 3
"867" "vsn" 25 40048 6 2 9289 "ZBN20001113.0400.0019" 1 3
"868" "vsn" 25 40048 7 5 9292 "XIN20001111.0200.0012" 0.992126 3
"869" "vsn" 25 40048 7 8 9295 "ZBN20001112.1300.0037" 1 3
"870" "vsn" 25 40048 8 1 9288 "ZBN20001113.0400.0019" 1 3
"871" "vsb" 25 40021 1 3 9272 "AFA20010113.1800.0169" 0.99308 1
"872" "vsb" 25 40021 2 3 9272 "AFA20010113.1800.0169" 0.99308 1
"873" "vsb" 25 40021 3 8 9277 "CTS20010115.2000.0008" 1 1
"874" "vsb" 25 40021 5 6 9275 "CTS20010116.1300.0512" 1 1
"875" "vsb" 25 40021 6 1 9270 "AFA20010114.1000.0063" 1 1
"876" "vsb" 25 40021 6 2 9271 "XIN20010114.2000.0128" 1 1
"877" "vsb" 25 40021 7 5 9274 "XIN20010115.2000.0144" 1 1
"878" "vsb" 25 40021 9 1 9270 "AFA20010114.1000.0063" 1 1
"879" "vsb" 25 40021 10 6 9275 "CTS20010116.1300.0512" 1 1
"880" "vsb" 25 40021 11 1 9270 "AFA20010114.1000.0063" 1 1
"881" "vsb" 25 40021 12 1 9270 "AFA20010114.1000.0063" 1 1
"882" "vse" 25 40009 1 4 9282 "APW20010117.2147.0916" 0 2
"883" "vse" 25 40009 3 2 9280 "XIN20001014.1400.0087" 0 2
"884" "vse" 25 40009 3 5 9283 "APW20001018.1350.0468" 0 2
"885" "vse" 25 40009 4 3 9281 "XIN20001014.1400.0087" 1 2
"886" "vse" 25 40009 5 8 9286 "APW20001018.1350.0468" 1 2
"887" "vse" 25 40009 6 8 9286 "APW20001018.1350.0468" 1 2
"888" "vse" 25 40009 6 9 9287 "APW20001018.1350.0468" 1 2
"889" "vse" 25 40009 6 1 9279 "APW20010117.2147.0916" 0 2
"890" "vse" 25 40009 7 7 9285 "APW20001018.1350.0468" 1 2
"891" "vsn" 26 40009 1 6 9323 "APW20001016.1724.0512" 1 2
"892" "vsn" 26 40009 2 4 9321 "XIN20001014.1400.0087" 0 2
"893" "vsn" 26 40009 3 4 9321 "XIN20001014.1400.0087" 0 2
"894" "vsn" 26 40009 4 4 9321 "XIN20001014.1400.0087" 0 2
"895" "vsn" 26 40009 5 3 9320 "ZBN20001030.0400.0009" 1 2
"896" "vsn" 26 40009 6 1 9318 "APW20001018.1350.0468" 1 2
"897" "vsn" 26 40009 6 2 9319 "ZBN20001030.0400.0009" 1 2
"898" "vsn" 26 40009 6 5 9322 "APW20001016.1724.0512" 1 2
"899" "vsn" 26 40009 7 2 9319 "ZBN20001030.0400.0009" 1 2
"900" "vsn" 26 40009 7 5 9322 "APW20001016.1724.0512" 1 2
"901" "vse" 26 40021 1 2 9315 "CTS20010115.2000.0008" 0.986111 1
"902" "vse" 26 40021 1 3 9316 "XIN20010115.1400.0118" 0.733333 1
"903" "vse" 26 40021 1 4 9317 "VAR20010114.1100.0825" 1 1
"904" "vse" 26 40021 8 1 9314 "CTS20010116.1300.0512" 0.996855 1
"905" "vsb" 26 40048 1 8 9331 "CBS20001114.1000.0691" 1 3
"906" "vsb" 26 40048 1 10 9333 "APW20001111.1611.0427" 0.992063 3
"907" "vsb" 26 40048 2 9 9332 "CBS20001114.1000.0691" 1 3
"908" "vsb" 26 40048 3 7 9330 "CBS20001114.1000.0691" 0.994203 3
"909" "vsb" 26 40048 4 5 9328 "CBS20001111.1000.0659" 1 3
"910" "vsb" 26 40048 6 6 9329 "NYT20001111.1525.0144" 1 3
"911" "vsb" 26 40048 7 1 9324 "APW20001112.1831.0448" 1 3
"912" "vsb" 26 40048 7 2 9325 "APW20001112.1831.0448" 1 3
"913" "vsb" 26 40048 7 3 9326 "APW20001112.1831.0448" 1 3
"914" "vsb" 26 40048 8 4 9327 "NYT20001111.1525.0144" 0.995652 3
"915" "vsn" 27 40021 1 7 9355 "ZBN20010115.0400.0014" 0.971631 1
"916" "vsn" 27 40021 3 6 9354 "AFA20010116.0000.0003" 1 1
"917" "vsn" 27 40021 5 5 9353 "CTS20010115.2000.0008" 0.994667 1
"918" "vsn" 27 40021 6 4 9352 "ABC20010114.1830.0045" 0 1
"919" "vsn" 27 40021 11 1 9349 "APW20010114.0543.0230" 1 1
"920" "vse" 27 40048 1 10 9379 "APW20001119.1232.0369" 0 3
"921" "vse" 27 40048 1 7 9375 "APW20001111.0851.0294" 1 3
"922" "vse" 27 40048 1 8 9376 "APW20001111.0851.0303" 1 3
"923" "vse" 27 40048 1 3 9371 "NYT20001112.1903.0110" 1 3
"924" "vse" 27 40048 2 9 9377 "ZBN20001112.1300.0037" 1 3
"925" "vse" 27 40048 3 5 9373 "NYT20001111.1525.0144" 0.995049 3
"926" "vse" 27 40048 4 6 9374 "NYT20001111.1525.0144" 1 3
"927" "vse" 27 40048 6 4 9372 "NYT20001111.1525.0144" 1 3
"928" "vse" 27 40048 7 1 9369 "CBS20001114.1000.0691" 1 3
"929" "vse" 27 40048 8 2 9370 "NYT20001112.1903.0110" 1 3
"930" "vsb" 27 40009 1 10 9366 "XIN20001014.1400.0087" 0 2
"931" "vsb" 27 40009 1 12 9368 "ZBN20001030.0400.0009" 1 2
"932" "vsb" 27 40009 2 5 9361 "CNN20001019.1400.0598" 1 2
"933" "vsb" 27 40009 3 4 9360 "CNN20001019.1400.0598" 1 2
"934" "vsb" 27 40009 4 1 9357 "NYT20001202.1028.0024" 1 2
"935" "vsb" 27 40009 4 5 9361 "CNN20001019.1400.0598" 1 2
"936" "vsb" 27 40009 4 6 9362 "AFA20001109.1800.0150" 0 2
"937" "vsb" 27 40009 5 3 9359 "AFA20001109.1800.0150" 0 2
"938" "vsb" 27 40009 5 11 9367 "XIN20001014.1400.0087" 0 2
"939" "vsb" 27 40009 6 8 9364 "XIN20001029.2000.0106" 1 2
"940" "vsb" 27 40009 6 7 9363 "VOA20001109.2100.3072" 0 2
"941" "vsb" 27 40009 6 2 9358 "VOA20001018.2100.2160" 1 2
"942" "vsb" 27 40009 7 9 9365 "XIN20001029.2000.0106" 1 2
"943" "vsn" 28 40021 1 2 9481 "ZBN20010115.0400.0014" 0.991247 3
"944" "vsn" 28 40021 2 2 9481 "ZBN20010115.0400.0014" 0.991247 3
"945" "vsn" 28 40021 2 3 9482 "ZBN20010115.0400.0014" 0.578035 3
"946" "vsn" 28 40021 3 4 9483 "XIN20010117.2000.0179" 1 3
"947" "vsn" 28 40021 4 4 9483 "XIN20010117.2000.0179" 1 3
"948" "vsn" 28 40021 5 2 9481 "ZBN20010115.0400.0014" 0.991247 3
"949" "vsn" 28 40021 5 3 9482 "ZBN20010115.0400.0014" 0.578035 3
"950" "vsn" 28 40021 6 1 9480 "ZBN20010115.0400.0014" 1 3
"951" "vsn" 28 40021 7 1 9480 "ZBN20010115.0400.0014" 1 3
"952" "vsn" 28 40021 8 1 9480 "ZBN20010115.0400.0014" 1 3
"953" "vsn" 28 40021 9 1 9480 "ZBN20010115.0400.0014" 1 3
"954" "vsn" 28 40021 10 8 9487 "AFA20010114.0000.0003" 0.99435 3
"955" "vsn" 28 40021 10 12 9491 "APW20010129.0525.0157" 0.300699 3
"956" "vsn" 28 40021 11 5 9484 "XIN20010117.2000.0179" 0 3
"957" "vsn" 28 40021 11 7 9486 "ABC20010114.1830.0045" 0 3
"958" "vsn" 28 40021 12 1 9480 "ZBN20010115.0400.0014" 1 3
"959" "vsn" 28 40021 12 8 9487 "AFA20010114.0000.0003" 0.99435 3
"960" "vsb" 28 40009 1 1 9457 "APW20001019.0539.0204" 1 1
"961" "vsb" 28 40009 2 11 9467 "VOA20001018.2100.2160" 0.841355 1
"962" "vsb" 28 40009 2 12 9468 "VOA20001018.2100.2160" 0.995455 1
"963" "vsb" 28 40009 3 2 9458 "APW20001019.0539.0204" 1 1
"964" "vsb" 28 40009 3 6 9462 "VOA20001018.2100.2160" 1 1
"965" "vsb" 28 40009 4 10 9466 "VOA20001018.2100.2160" 0 1
"966" "vsb" 28 40009 5 8 9464 "VOA20001018.2100.2160" 0 1
"967" "vsb" 28 40009 6 3 9459 "APW20001019.0539.0204" 0.680077 1
"968" "vsb" 28 40009 6 4 9460 "APW20001019.0539.0204" 0 1
"969" "vsb" 28 40009 6 5 9461 "VOA20001018.2100.2160" 0.986486 1
"970" "vsb" 28 40009 7 4 9460 "APW20001019.0539.0204" 0 1
"971" "vse" 28 40048 1 5 9473 "NYT20001112.1903.0110" 0.376 2
"972" "vse" 28 40048 1 6 9474 "NYT20001112.1903.0110" 1 2
"973" "vse" 28 40048 1 7 9475 "VOA20001111.2100.1891" 1 2
"974" "vse" 28 40048 1 11 9479 "APW20001111.1611.0427" 0.323144 2
"975" "vse" 28 40048 2 2 9470 "NYT20001112.1903.0110" 1 2
"976" "vse" 28 40048 2 5 9473 "NYT20001112.1903.0110" 0.376 2
"977" "vse" 28 40048 2 11 9479 "APW20001111.1611.0427" 0.323144 2
"978" "vse" 28 40048 3 1 9469 "NYT20001112.1903.0110" 1 2
"979" "vse" 28 40048 3 4 9472 "NYT20001112.1903.0110" 1 2
"980" "vse" 28 40048 4 4 9472 "NYT20001112.1903.0110" 1 2
"981" "vse" 28 40048 5 1 9469 "NYT20001112.1903.0110" 1 2
"982" "vse" 28 40048 6 1 9469 "NYT20001112.1903.0110" 1 2
"983" "vse" 28 40048 6 9 9477 "APW20001111.0851.0294" 1 2
"984" "vse" 28 40048 7 1 9469 "NYT20001112.1903.0110" 1 2
"985" "vse" 28 40048 7 4 9472 "NYT20001112.1903.0110" 1 2
"986" "vse" 28 40048 7 8 9476 "APW20001111.0851.0294" 0.944974 2
"987" "vse" 28 40048 8 1 9469 "NYT20001112.1903.0110" 1 2
"988" "vse" 28 40048 8 4 9472 "NYT20001112.1903.0110" 1 2
"989" "vse" 28 40048 8 8 9476 "APW20001111.0851.0294" 0.944974 2
"990" "vse" 29 40009 1 18 9523 "CBS20010113.0800.0178" 0 1
"991" "vse" 29 40009 1 19 9524 "AFA20010102.1000.0053" 0 1
"992" "vse" 29 40009 2 17 9522 "ALH20001019.0700.0052" 0 1
"993" "vse" 29 40009 3 17 9522 "ALH20001019.0700.0052" 0 1
"994" "vse" 29 40009 4 16 9521 "AFA20010104.1800.0122" 0 1
"995" "vse" 29 40009 5 16 9521 "AFA20010104.1800.0122" 0 1
"996" "vse" 29 40009 5 17 9522 "ALH20001019.0700.0052" 0 1
"997" "vse" 29 40009 6 13 9518 "XIN20001226.2000.0141" 0 1
"998" "vse" 29 40009 6 14 9519 "AFA20001122.1000.0067" 0 1
"999" "vse" 29 40009 6 15 9520 "ANN20001108.0900.0059" 0 1
"1000" "vse" 29 40009 7 1 9506 "XIN20001110.1400.0088" 0.660654 1
"1001" "vse" 29 40009 7 2 9507 "XIN20001110.1400.0088" 0 1
"1002" "vse" 29 40009 7 3 9508 "ALH20001020.1300.0093" 0.996937 1
"1003" "vse" 29 40009 7 4 9509 "ALH20001020.1300.0093" 0.996937 1
"1004" "vse" 29 40009 7 5 9510 "XIN20001101.1400.0144" 0 1
"1005" "vse" 29 40009 7 6 9511 "CTV20001011.1330.1068" 0 1
"1006" "vse" 29 40009 7 7 9512 "APW20001110.1844.0451" 1 1
"1007" "vse" 29 40009 7 8 9513 "APW20001110.1844.0451" 1 1
"1008" "vse" 29 40009 7 9 9514 "ALH20001028.1300.0074" 0 1
"1009" "vsn" 29 40048 1 5 9529 "CNR20010115.1700.0843" 0 2
"1010" "vsn" 29 40048 2 4 9528 "APW20001111.0851.0294" 1 2
"1011" "vsn" 29 40048 2 5 9529 "CNR20010115.1700.0843" 0 2
"1012" "vsn" 29 40048 3 3 9527 "ZBN20001113.0400.0019" 0.649123 2
"1013" "vsn" 29 40048 4 2 9526 "PRI20001113.2000.1255" 1 2
"1014" "vsn" 29 40048 5 1 9525 "ZBN20001113.0400.0019" 0.795506 2
"1015" "vsb" 29 40021 1 7 9536 "AFA20010114.1000.0022" 1 3
"1016" "vsb" 29 40021 2 6 9535 "AFA20010114.1000.0022" 1 3
"1017" "vsb" 29 40021 2 7 9536 "AFA20010114.1000.0022" 1 3
"1018" "vsb" 29 40021 3 5 9534 "ZBN20010115.0400.0014" 0.311157 3
"1019" "vsb" 29 40021 3 6 9535 "AFA20010114.1000.0022" 1 3
"1020" "vsb" 29 40021 3 7 9536 "AFA20010114.1000.0022" 1 3
"1021" "vsb" 29 40021 4 5 9534 "ZBN20010115.0400.0014" 0.311157 3
"1022" "vsb" 29 40021 4 6 9535 "AFA20010114.1000.0022" 1 3
"1023" "vsb" 29 40021 4 7 9536 "AFA20010114.1000.0022" 1 3
"1024" "vsb" 29 40021 5 4 9533 "AFA20010114.1000.0022" 1 3
"1025" "vsb" 29 40021 6 3 9532 "AFA20010114.1000.0022" 1 3
"1026" "vsb" 29 40021 10 2 9531 "APW20010114.0543.0317" 1 3
"1027" "vsn" 30 40009 1 3 9555 "VOA20001018.2100.2160" 1 1
"1028" "vsn" 30 40009 1 9 9561 "XIN20001019.0200.0015" 1 1
"1029" "vsn" 30 40009 2 3 9555 "VOA20001018.2100.2160" 1 1
"1030" "vsn" 30 40009 3 6 9558 "VOA20001018.2100.2160" 0.995465 1
"1031" "vsn" 30 40009 4 2 9554 "VOA20001018.2100.2160" 1 1
"1032" "vsn" 30 40009 4 7 9559 "XIN20001029.2000.0106" 1 1
"1033" "vsn" 30 40009 4 9 9561 "XIN20001019.0200.0015" 1 1
"1034" "vsn" 30 40009 5 2 9554 "VOA20001018.2100.2160" 1 1
"1035" "vsn" 30 40009 5 4 9556 "VOA20001018.2100.2160" 1 1
"1036" "vsn" 30 40009 6 1 9553 "VOA20001018.2100.2160" 1 1
