sys userno topicid action poitype
vsn 30 40009 move_poi 0
vsn 30 40009 move_poi 0
vsn 30 40009 move_poi 0
vsn 30 40009 move_poi 0
vsn 30 40009 move_poi 0
vsn 30 40009 move_poi 0
vsn 30 40009 move_poi 0
vsn 30 40009 move_poi 0
vsn 30 40009 move_poi 2
vsn 30 40009 move_poi 2
vsn 30 40009 move_poi 2
vsn 30 40009 move_poi 2
vsn 30 40009 move_poi 2
vsn 30 40009 move_poi 0
vsn 30 40009 move_poi 0
vsn 30 40009 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 1
vse 30 40021 move_poi 1
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 30 40021 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 0
vse 32 40048 move_poi 1
vse 32 40048 move_poi 0
vse 32 40048 move_poi 1
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 1
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 1
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 0
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vse 32 40048 move_poi 1
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 1
vsn 32 40021 move_poi 1
vsn 32 40021 move_poi 2
vsn 32 40021 move_poi 1
vsn 32 40021 move_poi 2
vsn 32 40021 move_poi 1
vsn 32 40021 move_poi 1
vsn 32 40021 move_poi 1
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 0
vsn 32 40021 move_poi 1
vsn 33 40048 move_poi 0
vsn 33 40048 move_poi 2
vsn 33 40048 move_poi 2
vsn 33 40048 move_poi 0
vsn 33 40048 move_poi 0
vsn 33 40048 move_poi 0
vsn 33 40048 move_poi 2
vsn 33 40048 move_poi 1
vsn 33 40048 move_poi 2
vsn 33 40048 move_poi 2
vsn 33 40048 move_poi 0
vsn 33 40048 move_poi 2
vsn 33 40048 move_poi 2
vsn 33 40048 move_poi 2
vsn 33 40048 move_poi 0
vsn 33 40048 move_poi 0
vsn 33 40048 move_poi 0
vsn 33 40048 move_poi 0
vsn 33 40048 move_poi 0
vse 33 40009 move_poi 1
vse 33 40009 move_poi 1
vse 33 40009 move_poi 1
vse 33 40009 move_poi 1
vse 34 40009 move_poi 0
vse 34 40009 move_poi 0
vse 34 40009 move_poi 0
vse 34 40009 move_poi 0
vse 34 40009 move_poi 0
vse 34 40009 move_poi 0
vse 34 40009 move_poi 0
vse 34 40009 move_poi 0
vse 34 40009 move_poi 0
vse 34 40009 move_poi 0
vse 34 40009 move_poi 0
vsn 34 40048 move_poi 0
vsn 34 40048 move_poi 0
vsn 34 40048 move_poi 0
vsn 34 40048 move_poi 0
vse 35 40021 move_poi 0
vse 35 40021 move_poi 0
vse 35 40021 move_poi 0
vse 35 40021 move_poi 0
vse 35 40021 move_poi 0
vse 35 40021 move_poi 1
vse 35 40021 move_poi 1
vse 35 40021 move_poi 1
vse 35 40021 move_poi 1
vse 35 40021 move_poi 1
vsn 35 40009 move_poi 0
vsn 35 40009 move_poi 2
vsn 35 40009 move_poi 1
vsn 35 40009 move_poi 1
vsn 35 40009 move_poi 1
vsn 35 40009 move_poi 1
vsn 35 40009 move_poi 1
vsn 35 40009 move_poi 2
vsn 35 40009 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vsn 36 40021 move_poi 0
vse 36 40048 move_poi 0
vse 36 40048 move_poi 0
vse 36 40048 move_poi 0
vse 36 40048 move_poi 0
vse 36 40048 move_poi 0
vse 36 40048 move_poi 0
vse 36 40048 move_poi 0
vse 36 40048 move_poi 0
vse 36 40048 move_poi 0
vse 36 40048 move_poi 0
vse 36 40048 move_poi 0
vse 36 40048 move_poi 0
vse 36 40048 move_poi 0
vse 36 40048 move_poi 0
vse 36 40048 move_poi 0
vse 37 40048 move_poi 0
vse 37 40048 move_poi 0
vse 37 40048 move_poi 0
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 0
vse 31 40021 move_poi 1
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 1
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 1
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vse 31 40021 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 1
vsn 31 40009 move_poi 1
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 1
vsn 31 40009 move_poi 1
vsn 31 40009 move_poi 1
vsn 31 40009 move_poi 1
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 1
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 1
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 1
vsn 31 40009 move_poi 1
vsn 31 40009 move_poi 1
vsn 31 40009 move_poi 1
vsn 31 40009 move_poi 1
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 2
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 0
vsn 31 40009 move_poi 2
