sys userno topicid qno noteno noteid docno prec
vsb 24 40021 1 11 9239 VOM20010116.0700.2014 1.0
vsb 24 40021 2 11 9239 VOM20010116.0700.2014 1.0
vsb 24 40021 3 7 9235 ZBN20010115.0400.0014 0.4977578475336323
vsb 24 40021 5 10 9238 AFA20010114.0000.0003 0.0
vsb 24 40021 6 2 9230 AFA20010114.1000.0063 1.0
vsb 24 40021 7 12 9240 CNN20010114.0900.0182 0.6782334384858044
vsb 24 40021 8 6 9234 ZBN20010115.0400.0014 0.0
vsb 24 40021 9 1 9229 ZBN20010115.0400.0014 1.0
vsb 24 40021 9 6 9234 ZBN20010115.0400.0014 0.0
vsb 24 40021 10 5 9233 ZBN20010115.0400.0014 1.0
vsb 24 40021 11 9 9237 AFA20010114.0000.0003 0.9885057471264368
vsb 24 40021 11 3 9231 AFA20010114.1000.0063 1.0
vsb 24 40021 12 6 9234 ZBN20010115.0400.0014 0.0
vse 24 40009 1 10 9253 ZBN20001030.0400.0009 0.0
vse 24 40009 3 7 9250 VOA20001018.2100.2160 1.0
vse 24 40009 4 4 9247 VOA20001018.2100.2160 1.0
vse 24 40009 5 8 9251 APW20010117.2147.0916 0.0
vse 24 40009 6 9 9252 ZBN20001030.0400.0009 1.0
vse 24 40009 6 7 9250 VOA20001018.2100.2160 1.0
vse 24 40009 6 6 9249 VOA20001018.2100.2160 1.0
vse 24 40009 6 3 9245 VOA20001018.2100.2160 1.0
vse 24 40009 7 2 9244 VOA20001018.2100.0775 1.0
vse 24 40009 7 4 9247 VOA20001018.2100.2160 1.0
vse 24 40009 7 6 9249 VOA20001018.2100.2160 1.0
vse 24 40009 7 7 9250 VOA20001018.2100.2160 1.0
vse 24 40009 7 9 9252 ZBN20001030.0400.0009 1.0
vse 24 40009 7 10 9253 ZBN20001030.0400.0009 0.0
vsn 25 40048 1 12 9299 NYT20001111.1525.0144 1.0
vsn 25 40048 1 13 9300 VOA20001114.2000.0217 1.0
vsn 25 40048 2 14 9301 AFA20001111.1800.0160 1.0
vsn 25 40048 2 3 9290 XIN20001111.0200.0012 1.0
vsn 25 40048 3 6 9293 XIN20001111.0200.0012 1.0
vsn 25 40048 4 5 9292 XIN20001111.0200.0012 0.9921259842519685
vsn 25 40048 5 1 9288 ZBN20001113.0400.0019 1.0
vsn 25 40048 6 2 9289 ZBN20001113.0400.0019 1.0
vsn 25 40048 7 5 9292 XIN20001111.0200.0012 0.9921259842519685
vsn 25 40048 7 8 9295 ZBN20001112.1300.0037 1.0
vsn 25 40048 8 1 9288 ZBN20001113.0400.0019 1.0
vsb 25 40021 1 3 9272 AFA20010113.1800.0169 0.9930795847750865
vsb 25 40021 2 3 9272 AFA20010113.1800.0169 0.9930795847750865
vsb 25 40021 3 8 9277 CTS20010115.2000.0008 1.0
vsb 25 40021 5 6 9275 CTS20010116.1300.0512 1.0
vsb 25 40021 6 1 9270 AFA20010114.1000.0063 1.0
vsb 25 40021 6 2 9271 XIN20010114.2000.0128 1.0
vsb 25 40021 7 5 9274 XIN20010115.2000.0144 1.0
vsb 25 40021 9 1 9270 AFA20010114.1000.0063 1.0
vsb 25 40021 10 6 9275 CTS20010116.1300.0512 1.0
vsb 25 40021 11 1 9270 AFA20010114.1000.0063 1.0
vsb 25 40021 12 1 9270 AFA20010114.1000.0063 1.0
vse 25 40009 1 4 9282 APW20010117.2147.0916 0.0
vse 25 40009 3 2 9280 XIN20001014.1400.0087 0.0
vse 25 40009 3 5 9283 APW20001018.1350.0468 0.0
vse 25 40009 4 3 9281 XIN20001014.1400.0087 1.0
vse 25 40009 5 8 9286 APW20001018.1350.0468 1.0
vse 25 40009 6 8 9286 APW20001018.1350.0468 1.0
vse 25 40009 6 9 9287 APW20001018.1350.0468 1.0
vse 25 40009 6 1 9279 APW20010117.2147.0916 0.0
vse 25 40009 7 7 9285 APW20001018.1350.0468 1.0
vsn 26 40009 1 6 9323 APW20001016.1724.0512 1.0
vsn 26 40009 2 4 9321 XIN20001014.1400.0087 0.0
vsn 26 40009 3 4 9321 XIN20001014.1400.0087 0.0
vsn 26 40009 4 4 9321 XIN20001014.1400.0087 0.0
vsn 26 40009 5 3 9320 ZBN20001030.0400.0009 1.0
vsn 26 40009 6 1 9318 APW20001018.1350.0468 1.0
vsn 26 40009 6 2 9319 ZBN20001030.0400.0009 1.0
vsn 26 40009 6 5 9322 APW20001016.1724.0512 1.0
vsn 26 40009 7 2 9319 ZBN20001030.0400.0009 1.0
vsn 26 40009 7 5 9322 APW20001016.1724.0512 1.0
vse 26 40021 1 2 9315 CTS20010115.2000.0008 0.9861111111111112
vse 26 40021 1 3 9316 XIN20010115.1400.0118 0.7333333333333333
vse 26 40021 1 4 9317 VAR20010114.1100.0825 1.0
vse 26 40021 8 1 9314 CTS20010116.1300.0512 0.9968553459119497
vsb 26 40048 1 8 9331 CBS20001114.1000.0691 1.0
vsb 26 40048 1 10 9333 APW20001111.1611.0427 0.9920634920634921
vsb 26 40048 2 9 9332 CBS20001114.1000.0691 1.0
vsb 26 40048 3 7 9330 CBS20001114.1000.0691 0.9942028985507246
vsb 26 40048 4 5 9328 CBS20001111.1000.0659 1.0
vsb 26 40048 6 6 9329 NYT20001111.1525.0144 1.0
vsb 26 40048 7 1 9324 APW20001112.1831.0448 1.0
vsb 26 40048 7 2 9325 APW20001112.1831.0448 1.0
vsb 26 40048 7 3 9326 APW20001112.1831.0448 1.0
vsb 26 40048 8 4 9327 NYT20001111.1525.0144 0.9956521739130435
vsn 27 40021 1 7 9355 ZBN20010115.0400.0014 0.9716312056737588
vsn 27 40021 3 6 9354 AFA20010116.0000.0003 1.0
vsn 27 40021 5 5 9353 CTS20010115.2000.0008 0.9946666666666667
vsn 27 40021 6 4 9352 ABC20010114.1830.0045 0.0
vsn 27 40021 11 1 9349 APW20010114.0543.0230 1.0
vse 27 40048 1 10 9379 APW20001119.1232.0369 0.0
vse 27 40048 1 7 9375 APW20001111.0851.0294 1.0
vse 27 40048 1 8 9376 APW20001111.0851.0303 1.0
vse 27 40048 1 3 9371 NYT20001112.1903.0110 1.0
vse 27 40048 2 9 9377 ZBN20001112.1300.0037 1.0
vse 27 40048 3 5 9373 NYT20001111.1525.0144 0.995049504950495
vse 27 40048 4 6 9374 NYT20001111.1525.0144 1.0
vse 27 40048 6 4 9372 NYT20001111.1525.0144 1.0
vse 27 40048 7 1 9369 CBS20001114.1000.0691 1.0
vse 27 40048 8 2 9370 NYT20001112.1903.0110 1.0
vsb 27 40009 1 10 9366 XIN20001014.1400.0087 0.0
vsb 27 40009 1 12 9368 ZBN20001030.0400.0009 1.0
vsb 27 40009 2 5 9361 CNN20001019.1400.0598 1.0
vsb 27 40009 3 4 9360 CNN20001019.1400.0598 1.0
vsb 27 40009 4 1 9357 NYT20001202.1028.0024 1.0
vsb 27 40009 4 5 9361 CNN20001019.1400.0598 1.0
vsb 27 40009 4 6 9362 AFA20001109.1800.0150 0.0
vsb 27 40009 5 3 9359 AFA20001109.1800.0150 0.0
vsb 27 40009 5 11 9367 XIN20001014.1400.0087 0.0
vsb 27 40009 6 8 9364 XIN20001029.2000.0106 1.0
vsb 27 40009 6 7 9363 VOA20001109.2100.3072 0.0
vsb 27 40009 6 2 9358 VOA20001018.2100.2160 1.0
vsb 27 40009 7 9 9365 XIN20001029.2000.0106 1.0
vsn 28 40021 1 2 9481 ZBN20010115.0400.0014 0.9912472647702407
vsn 28 40021 2 2 9481 ZBN20010115.0400.0014 0.9912472647702407
vsn 28 40021 2 3 9482 ZBN20010115.0400.0014 0.5780346820809249
vsn 28 40021 3 4 9483 XIN20010117.2000.0179 1.0
vsn 28 40021 4 4 9483 XIN20010117.2000.0179 1.0
vsn 28 40021 5 2 9481 ZBN20010115.0400.0014 0.9912472647702407
vsn 28 40021 5 3 9482 ZBN20010115.0400.0014 0.5780346820809249
vsn 28 40021 6 1 9480 ZBN20010115.0400.0014 1.0
vsn 28 40021 7 1 9480 ZBN20010115.0400.0014 1.0
vsn 28 40021 8 1 9480 ZBN20010115.0400.0014 1.0
vsn 28 40021 9 1 9480 ZBN20010115.0400.0014 1.0
vsn 28 40021 10 8 9487 AFA20010114.0000.0003 0.9943502824858758
vsn 28 40021 10 12 9491 APW20010129.0525.0157 0.3006993006993007
vsn 28 40021 11 5 9484 XIN20010117.2000.0179 0.0
vsn 28 40021 11 7 9486 ABC20010114.1830.0045 0.0
vsn 28 40021 12 1 9480 ZBN20010115.0400.0014 1.0
vsn 28 40021 12 8 9487 AFA20010114.0000.0003 0.9943502824858758
vsb 28 40009 1 1 9457 APW20001019.0539.0204 1.0
vsb 28 40009 2 11 9467 VOA20001018.2100.2160 0.8413547237076648
vsb 28 40009 2 12 9468 VOA20001018.2100.2160 0.9954545454545455
vsb 28 40009 3 2 9458 APW20001019.0539.0204 1.0
vsb 28 40009 3 6 9462 VOA20001018.2100.2160 1.0
vsb 28 40009 4 10 9466 VOA20001018.2100.2160 0.0
vsb 28 40009 5 8 9464 VOA20001018.2100.2160 0.0
vsb 28 40009 6 3 9459 APW20001019.0539.0204 0.6800766283524904
vsb 28 40009 6 4 9460 APW20001019.0539.0204 0.0
vsb 28 40009 6 5 9461 VOA20001018.2100.2160 0.9864864864864865
vsb 28 40009 7 4 9460 APW20001019.0539.0204 0.0
vse 28 40048 1 5 9473 NYT20001112.1903.0110 0.376
vse 28 40048 1 6 9474 NYT20001112.1903.0110 1.0
vse 28 40048 1 7 9475 VOA20001111.2100.1891 1.0
vse 28 40048 1 11 9479 APW20001111.1611.0427 0.3231441048034934
vse 28 40048 2 2 9470 NYT20001112.1903.0110 1.0
vse 28 40048 2 5 9473 NYT20001112.1903.0110 0.376
vse 28 40048 2 11 9479 APW20001111.1611.0427 0.3231441048034934
vse 28 40048 3 1 9469 NYT20001112.1903.0110 1.0
vse 28 40048 3 4 9472 NYT20001112.1903.0110 1.0
vse 28 40048 4 4 9472 NYT20001112.1903.0110 1.0
vse 28 40048 5 1 9469 NYT20001112.1903.0110 1.0
vse 28 40048 6 1 9469 NYT20001112.1903.0110 1.0
vse 28 40048 6 9 9477 APW20001111.0851.0294 1.0
vse 28 40048 7 1 9469 NYT20001112.1903.0110 1.0
vse 28 40048 7 4 9472 NYT20001112.1903.0110 1.0
vse 28 40048 7 8 9476 APW20001111.0851.0294 0.944973544973545
vse 28 40048 8 1 9469 NYT20001112.1903.0110 1.0
vse 28 40048 8 4 9472 NYT20001112.1903.0110 1.0
vse 28 40048 8 8 9476 APW20001111.0851.0294 0.944973544973545
vse 29 40009 1 18 9523 CBS20010113.0800.0178 0.0
vse 29 40009 1 19 9524 AFA20010102.1000.0053 0.0
vse 29 40009 2 17 9522 ALH20001019.0700.0052 0.0
vse 29 40009 3 17 9522 ALH20001019.0700.0052 0.0
vse 29 40009 4 16 9521 AFA20010104.1800.0122 0.0
vse 29 40009 5 16 9521 AFA20010104.1800.0122 0.0
vse 29 40009 5 17 9522 ALH20001019.0700.0052 0.0
vse 29 40009 6 13 9518 XIN20001226.2000.0141 0.0
vse 29 40009 6 14 9519 AFA20001122.1000.0067 0.0
vse 29 40009 6 15 9520 ANN20001108.0900.0059 0.0
vse 29 40009 7 1 9506 XIN20001110.1400.0088 0.6606538895152199
vse 29 40009 7 2 9507 XIN20001110.1400.0088 0.0
vse 29 40009 7 3 9508 ALH20001020.1300.0093 0.996937212863706
vse 29 40009 7 4 9509 ALH20001020.1300.0093 0.996937212863706
vse 29 40009 7 5 9510 XIN20001101.1400.0144 0.0
vse 29 40009 7 6 9511 CTV20001011.1330.1068 0.0
vse 29 40009 7 7 9512 APW20001110.1844.0451 1.0
vse 29 40009 7 8 9513 APW20001110.1844.0451 1.0
vse 29 40009 7 9 9514 ALH20001028.1300.0074 0.0
vsn 29 40048 1 5 9529 CNR20010115.1700.0843 0.0
vsn 29 40048 2 4 9528 APW20001111.0851.0294 1.0
vsn 29 40048 2 5 9529 CNR20010115.1700.0843 0.0
vsn 29 40048 3 3 9527 ZBN20001113.0400.0019 0.6491228070175439
vsn 29 40048 4 2 9526 PRI20001113.2000.1255 1.0
vsn 29 40048 5 1 9525 ZBN20001113.0400.0019 0.7955056179775281
vsb 29 40021 1 7 9536 AFA20010114.1000.0022 2.0
vsb 29 40021 2 6 9535 AFA20010114.1000.0022 2.0
vsb 29 40021 2 7 9536 AFA20010114.1000.0022 2.0
vsb 29 40021 3 5 9534 ZBN20010115.0400.0014 0.31115731115731116
vsb 29 40021 3 6 9535 AFA20010114.1000.0022 2.0
vsb 29 40021 3 7 9536 AFA20010114.1000.0022 2.0
vsb 29 40021 4 5 9534 ZBN20010115.0400.0014 0.31115731115731116
vsb 29 40021 4 6 9535 AFA20010114.1000.0022 2.0
vsb 29 40021 4 7 9536 AFA20010114.1000.0022 2.0
vsb 29 40021 5 4 9533 AFA20010114.1000.0022 3.888888888888889
vsb 29 40021 6 3 9532 AFA20010114.1000.0022 1.7607655502392345
vsb 29 40021 10 2 9531 APW20010114.0543.0317 1.0
vsn 30 40009 1 3 9555 VOA20001018.2100.2160 1.0
vsn 30 40009 1 9 9561 XIN20001019.0200.0015 1.0
vsn 30 40009 2 3 9555 VOA20001018.2100.2160 1.0
vsn 30 40009 3 6 9558 VOA20001018.2100.2160 0.9954648526077098
vsn 30 40009 4 2 9554 VOA20001018.2100.2160 1.0
vsn 30 40009 4 7 9559 XIN20001029.2000.0106 1.0
vsn 30 40009 4 9 9561 XIN20001019.0200.0015 1.0
vsn 30 40009 5 2 9554 VOA20001018.2100.2160 1.0
vsn 30 40009 5 4 9556 VOA20001018.2100.2160 1.0
vsn 30 40009 6 1 9553 VOA20001018.2100.2160 1.0
vsn 30 40009 6 5 9557 VOA20001018.2100.2160 1.0
vsn 30 40009 6 6 9558 VOA20001018.2100.2160 0.9954648526077098
vsn 30 40009 6 7 9559 XIN20001029.2000.0106 1.0
vsn 30 40009 7 7 9559 XIN20001029.2000.0106 1.0
vse 30 40021 1 3 9576 APW20010117.1432.0519 1.0
vse 30 40021 1 6 9579 CTS20010115.2000.0008 0.6826923076923077
vse 30 40021 2 17 9590 XIN20010115.2000.0144 0.0
vse 30 40021 3 20 9593 AFA20010116.0000.0003 0.0
vse 30 40021 4 1 9574 APW20010117.1432.0519 1.0
vse 30 40021 5 4 9577 APW20010117.1432.0519 1.0
vse 30 40021 6 7 9580 CTS20010115.2000.0008 1.0
vse 30 40021 7 5 9578 CTS20010115.2000.0008 0.78099173553719
vse 30 40021 8 1 9574 APW20010117.1432.0519 1.0
vse 30 40021 8 2 9575 APW20010117.1432.0519 1.0
vse 30 40021 9 14 9587 CNN20010114.0900.0182 1.0
vse 30 40021 10 4 9577 APW20010117.1432.0519 1.0
vse 30 40021 11 8 9581 CTS20010115.2000.0008 1.0
vse 30 40021 11 9 9582 CTS20010115.2000.0008 1.0
vse 30 40021 11 10 9583 CTS20010115.2000.0008 0.5117647058823529
vse 30 40021 11 11 9584 CTS20010118.1300.0497 0.0
vse 30 40021 12 12 9585 CTS20010118.1300.0497 0.995
vse 30 40021 12 13 9586 CTS20010118.1300.0497 0.0
vsb 30 40048 1 6 9567 ZBN20001113.0400.0019 1.0
vsb 30 40048 1 8 9569 ZBN20001113.0400.0019 1.0
vsb 30 40048 1 10 9571 AFA20001111.1800.0174 1.0
vsb 30 40048 1 11 9572 APW20001111.0851.0294 1.0
vsb 30 40048 2 5 9566 ZBN20001112.1300.0037 1.0
vsb 30 40048 3 9 9570 APW20001111.0851.0294 1.0
vsb 30 40048 4 3 9564 ZBN20001112.1300.0037 0.9733333333333334
vsb 30 40048 5 7 9568 ZBN20001113.0400.0019 1.0
vsb 30 40048 6 3 9564 ZBN20001112.1300.0037 0.9733333333333334
vsb 30 40048 6 7 9568 ZBN20001113.0400.0019 1.0
vsb 30 40048 7 2 9563 ZBN20001112.1300.0037 0.9782608695652174
vsb 30 40048 7 4 9565 ZBN20001112.1300.0037 0.9986282578875172
vsb 30 40048 7 8 9569 ZBN20001113.0400.0019 1.0
vsb 30 40048 8 1 9562 ZBN20001112.1300.0037 1.0
vsb 30 40048 8 3 9564 ZBN20001112.1300.0037 0.9733333333333334
vsb 31 40048 1 9 10025 CBS20001114.1000.0691 1.0
vsb 31 40048 2 2 10018 NYT20001112.1903.0110 1.0
vsb 31 40048 2 12 10028 APW20001111.0851.0294 1.0
vsb 31 40048 3 6 10022 CBS20001114.1000.0691 1.0
vsb 31 40048 4 7 10023 XIN20001112.0200.0028 0.9942857142857143
vsb 31 40048 6 6 10022 CBS20001114.1000.0691 1.0
vsb 31 40048 7 5 10021 NYT20001111.1525.0144 1.0
vsb 31 40048 8 3 10019 NYT20001112.1903.0110 1.0
vse 31 40021 1 10 10038 CNN20010114.1400.0018 1.0
vse 31 40021 2 11 10040 VOM20010116.0700.0098 0.0
vse 31 40021 4 12 10041 CTS20010118.1300.0497 1.0
vse 31 40021 5 8 10036 XIN20010114.2000.0128 0.9824561403508771
vse 31 40021 5 9 10037 ABC20010116.1830.1037 1.0
vse 31 40021 8 8 10036 XIN20010114.2000.0128 0.9824561403508771
vse 31 40021 9 6 10034 CTS20010115.2000.0008 1.0
vse 31 40021 9 7 10035 CBS20010121.0800.0231 1.0
vse 31 40021 10 5 10033 XIN20010117.2000.0179 1.0
vse 31 40021 11 1 10029 ABC20010114.1830.0045 0.0
vse 31 40021 12 2 10030 APW20010114.0543.0230 1.0
vsn 31 40009 1 9 10050 XIN20001029.2000.0106 1.0
vsn 31 40009 2 2 10043 ZBN20001030.0400.0009 1.0
vsn 31 40009 3 7 10048 XIN20001014.1400.0087 1.0
vsn 31 40009 4 9 10050 XIN20001029.2000.0106 1.0
vsn 31 40009 5 3 10044 ZBN20001030.0400.0009 1.0
vsn 31 40009 6 5 10046 AFA20010117.1800.0240 0.0
vsn 31 40009 7 1 10042 APW20001019.0539.0204 1.0
vse 32 40048 1 9 9619 CBS20001114.1000.0691 0.9862068965517241
vse 32 40048 1 14 9624 VOA20001114.2000.0217 0.0
vse 32 40048 1 15 9625 VOA20001114.2000.0217 1.0
vse 32 40048 1 17 9627 APW20001112.1831.0448 1.0
vse 32 40048 2 10 9620 ZBN20001112.1300.0037 1.0
vse 32 40048 2 13 9623 VOA20001114.2000.0217 1.0
vse 32 40048 2 16 9626 APW20001112.0900.0320 0.38461538461538464
vse 32 40048 3 8 9618 ZBN20001113.0400.0019 1.0
vse 32 40048 3 12 9622 ZBN20001113.0400.0019 1.0
vse 32 40048 5 1 9611 ANN20001113.1500.0065 1.0
vse 32 40048 5 2 9612 ANN20001113.1500.0065 1.0
vse 32 40048 6 7 9617 ZBN20001113.0400.0019 1.0
vse 32 40048 7 6 9616 APW20001113.1340.0344 1.0
vse 32 40048 8 1 9611 ANN20001113.1500.0065 1.0
vse 32 40048 8 2 9612 ANN20001113.1500.0065 1.0
vsb 32 40009 1 22 9670 AFA20010117.1800.0240 0.0
vsb 32 40009 1 21 9669 AFA20001018.1800.0227 1.0
vsb 32 40009 1 20 9668 VOA20001028.2100.0233 1.0
vsb 32 40009 2 19 9667 CNN20001018.1400.0577 1.0
vsb 32 40009 3 19 9667 CNN20001018.1400.0577 1.0
vsb 32 40009 3 17 9665 NYT20001204.0926.0050 1.0
vsb 32 40009 3 16 9664 NYT20001204.0926.0050 0.0
vsb 32 40009 3 13 9661 AFA20010118.1800.0147 0.0
vsb 32 40009 3 12 9660 APW20001016.1724.0512 0.0
vsb 32 40009 3 9 9657 APW20001016.1724.0512 1.0
vsb 32 40009 3 5 9653 XIN20001014.1400.0087 1.0
vsb 32 40009 3 2 9650 VOA20001018.2100.2160 1.0
vsb 32 40009 3 3 9651 XIN20001014.1400.0087 1.0
vsb 32 40009 4 18 9666 XIN20001110.1400.0088 1.0
vsb 32 40009 4 14 9662 AFA20001018.1800.0227 1.0
vsb 32 40009 4 3 9651 XIN20001014.1400.0087 1.0
vsb 32 40009 5 21 9669 AFA20001018.1800.0227 1.0
vsb 32 40009 5 10 9658 APW20001016.1724.0512 1.0
vsb 32 40009 6 7 9655 XIN20001014.1400.0087 1.0
vsb 32 40009 6 6 9654 XIN20001014.1400.0087 0.0
vsb 32 40009 6 4 9652 XIN20001014.1400.0087 1.0
vsb 32 40009 6 5 9653 XIN20001014.1400.0087 1.0
vsb 32 40009 7 1 9649 VOA20001018.2100.2160 1.0
vsb 32 40009 7 3 9651 XIN20001014.1400.0087 1.0
vsn 32 40021 1 21 9648 CNN20010114.0900.0182 1.0
vsn 32 40021 2 20 9647 ABC20010113.1830.0239 1.0
vsn 32 40021 3 19 9646 APW20010114.0543.0317 1.0
vsn 32 40021 4 21 9648 CNN20010114.0900.0182 1.0
vsn 32 40021 5 18 9645 ABC20010116.1830.1037 1.0
vsn 32 40021 6 14 9641 CTS20010116.1300.0512 0.0
vsn 32 40021 6 16 9643 CTS20010116.1300.0512 1.0
vsn 32 40021 7 12 9639 CTS20010115.2000.0008 1.0
vsn 32 40021 7 13 9640 CNN20010114.1400.0018 1.0
vsn 32 40021 8 11 9638 AFA20010113.1800.0160 1.0
vsn 32 40021 9 9 9636 CTS20010123.1300.1023 1.0
vsn 32 40021 9 10 9637 CTS20010123.1300.1023 1.0
vsn 32 40021 9 15 9642 CTS20010116.1300.0512 0.9850746268656716
vsn 32 40021 10 7 9634 CTS20010115.2000.0008 0.9946380697050938
vsn 32 40021 10 8 9635 ZBN20010116.0400.0007 0.0
vsn 32 40021 10 17 9644 ABC20010116.1830.1037 1.0
vsn 32 40021 11 5 9632 ZBN20010116.0400.0007 0.0
vsn 32 40021 12 1 9628 AFA20010114.1000.0063 1.0
vsn 32 40021 12 2 9629 APW20010115.0943.0278 1.0
vsn 32 40021 12 3 9630 XIN20010114.2000.0128 1.0
vse 33 40009 1 1 9715 APW20001018.1350.0468 1.0
vse 33 40009 1 2 9716 APW20001018.1350.0468 1.0
vse 33 40009 1 3 9717 APW20001018.1350.0468 1.0
vse 33 40009 1 4 9718 APW20001018.1350.0468 1.0
vse 33 40009 1 18 9732 ALH20001020.1300.0093 1.0
vse 33 40009 2 14 9728 APW20001016.1724.0512 1.0
vse 33 40009 2 17 9731 ALH20001020.1300.0093 1.0
vse 33 40009 3 1 9715 APW20001018.1350.0468 1.0
vse 33 40009 3 2 9716 APW20001018.1350.0468 1.0
vse 33 40009 3 8 9722 XIN20001014.1400.0087 0.0
vse 33 40009 3 14 9728 APW20001016.1724.0512 1.0
vse 33 40009 4 17 9731 ALH20001020.1300.0093 1.0
vse 33 40009 5 13 9727 APW20001016.1724.0512 1.0
vse 33 40009 5 16 9730 ALH20001020.1300.0093 1.0
vse 33 40009 6 10 9724 CNN20001019.1400.0598 1.0
vse 33 40009 6 11 9725 CNN20001019.1400.0598 1.0
vse 33 40009 6 7 9721 XIN20001014.1400.0087 0.0
vse 33 40009 6 5 9719 APW20001018.1350.0468 1.0
vse 33 40009 6 1 9715 APW20001018.1350.0468 1.0
vse 33 40009 6 12 9726 CNN20001019.1400.0598 1.0
vse 33 40009 7 4 9718 APW20001018.1350.0468 1.0
vse 33 40009 7 3 9717 APW20001018.1350.0468 1.0
vse 33 40009 7 2 9716 APW20001018.1350.0468 1.0
vse 33 40009 7 1 9715 APW20001018.1350.0468 1.0
vse 33 40009 7 5 9719 APW20001018.1350.0468 1.0
vse 33 40009 7 9 9723 XIN20001014.1400.0087 1.0
vse 33 40009 7 10 9724 CNN20001019.1400.0598 1.0
vse 33 40009 7 12 9726 CNN20001019.1400.0598 1.0
vsn 33 40048 1 4 9690 ZBN20001113.0400.0019 1.0
vsn 33 40048 1 5 9691 NYT20001112.1903.0110 0.0
vsn 33 40048 2 4 9690 ZBN20001113.0400.0019 1.0
vsn 33 40048 3 2 9688 ZBN20001112.1300.0037 1.0
vsn 33 40048 3 7 9693 APW20001111.0851.0294 1.0
vsn 33 40048 4 6 9692 NYT20001112.1903.0110 1.0
vsn 33 40048 6 1 9687 ZBN20001112.1300.0037 1.0
vsn 33 40048 6 2 9688 ZBN20001112.1300.0037 1.0
vsn 33 40048 7 6 9692 NYT20001112.1903.0110 1.0
vsn 33 40048 8 3 9689 ZBN20001113.0400.0019 1.0
vsb 33 40021 1 2 9695 CTS20010115.2000.0008 1.0
vsb 33 40021 1 16 9709 ZBN20010115.0400.0014 1.0
vsb 33 40021 1 21 9714 VOA20010115.2000.1835 0.32831325301204817
vsb 33 40021 2 9 9702 CNN20010114.1400.0018 1.0
vsb 33 40021 2 10 9703 APW20010116.1521.0424 1.0
vsb 33 40021 3 20 9713 VOA20010115.2000.1835 1.0
vsb 33 40021 5 18 9711 VOA20010115.2000.1835 1.0
vsb 33 40021 5 19 9712 VOA20010115.2000.1835 1.0
vsb 33 40021 6 17 9710 ZBN20010115.0400.0014 0.0
vsb 33 40021 7 4 9697 CTS20010115.2000.0008 0.0
vsb 33 40021 8 7 9700 APW20010114.0219.0099 1.0
vsb 33 40021 9 17 9710 ZBN20010115.0400.0014 0.0
vsb 33 40021 10 5 9698 CTS20010115.2000.0008 0.9946666666666667
vsb 33 40021 11 12 9705 APW20010116.1521.0424 1.0
vsb 33 40021 11 13 9706 APW20010114.0543.0317 1.0
vsb 33 40021 11 8 9701 CNN20010114.1400.0018 1.0
vsb 33 40021 12 15 9708 APW20010114.0543.0317 1.0
vsb 33 40021 12 1 9694 CTS20010115.2000.0008 0.9861111111111112
vse 34 40009 1 7 9775 VOA20001028.2100.0233 1.0
vse 34 40009 1 6 9774 VOA20001028.2100.0233 1.0
vse 34 40009 1 5 9773 NYT20001006.2228.0359 1.0
vse 34 40009 1 4 9772 NYT20001006.2228.0359 1.0
vse 34 40009 2 6 9774 VOA20001028.2100.0233 1.0
vse 34 40009 3 4 9772 NYT20001006.2228.0359 1.0
vse 34 40009 4 4 9772 NYT20001006.2228.0359 1.0
vse 34 40009 5 3 9771 VOA20001028.2100.0233 1.0
vse 34 40009 6 2 9770 VOA20001028.2100.0233 1.0
vse 34 40009 6 3 9771 VOA20001028.2100.0233 1.0
vse 34 40009 6 4 9772 NYT20001006.2228.0359 1.0
vse 34 40009 7 1 9769 APW20001019.0539.0204 1.0
vsb 34 40021 1 9 9767 XIN20010117.2000.0179 1.0
vsb 34 40021 1 10 9768 ZBN20010115.0400.0014 0.5977011494252874
vsb 34 40021 2 8 9766 CBS20010115.1000.0930 0.9866071428571429
vsb 34 40021 3 7 9765 ZBN20010115.0400.0014 1.0
vsb 34 40021 4 6 9764 CTS20010115.2000.0008 0.7389162561576355
vsb 34 40021 5 5 9763 APW20010114.0543.0230 1.0
vsb 34 40021 6 4 9762 APW20010114.0543.0230 1.0
vsb 34 40021 7 1 9759 AFA20010114.1000.0063 1.0
vsb 34 40021 8 2 9760 ZBN20010116.0400.0007 1.0
vsb 34 40021 9 3 9761 APW20010114.0543.0230 1.0
vsb 34 40021 10 10 9768 ZBN20010115.0400.0014 0.5977011494252874
vsb 34 40021 11 4 9762 APW20010114.0543.0230 1.0
vsb 34 40021 12 3 9761 APW20010114.0543.0230 1.0
vsn 34 40048 1 8 9783 APW20001112.0900.0308 0.9910714285714286
vsn 34 40048 1 9 9784 APW20001112.0900.0308 1.0
vsn 34 40048 1 10 9785 CBS20001114.1000.0691 1.0
vsn 34 40048 1 11 9786 CBS20001114.1000.0691 1.0
vsn 34 40048 2 7 9782 CBS20001114.1000.0691 1.0
vsn 34 40048 3 1 9776 NYT20001112.1903.0110 1.0
vsn 34 40048 4 5 9780 APW20001113.1340.0344 1.0
vsn 34 40048 5 2 9777 APW20001113.1340.0344 1.0
vsn 34 40048 6 4 9779 APW20001113.1340.0344 1.0
vsn 34 40048 7 5 9780 APW20001113.1340.0344 1.0
vsn 34 40048 8 2 9777 APW20001113.1340.0344 1.0
vse 35 40021 1 6 9813 APW20010114.0543.0230 1.0
