sys userno topicid qno noteno noteid docno prec
vsn 13 40009 3 10 8646 APW20001016.1724.0512 1.0
vsn 13 40009 4 11 8647 APW20001016.1724.0512 0.0
vsn 13 40009 5 9 8645 APW20010117.0520.0259 1.0
vsn 13 40009 6 9 8645 APW20010117.0520.0259 1.0
vsn 13 40009 6 10 8646 APW20001016.1724.0512 1.0
vsn 13 40009 7 12 8648 APW20001016.1724.0512 1.0
vsn 13 40009 7 3 8639 APW20001016.1724.0512 0.9984
vsn 13 40009 7 1 8637 APW20001016.1724.0512 0.9973718791064389
vse 13 40021 1 8 8636 XIN20010131.1400.0097 0.0
vse 13 40021 1 4 8632 APW20001218.1535.0417 0.0
vse 13 40021 2 8 8636 XIN20010131.1400.0097 0.0
vse 13 40021 2 4 8632 APW20001218.1535.0417 0.0
vse 13 40021 3 7 8635 VOM20010131.0700.0152 0.0
vse 13 40021 5 8 8636 XIN20010131.1400.0097 0.0
vse 13 40021 7 1 8629 XIN20010117.2000.0179 1.0
vse 13 40021 7 2 8630 XIN20010117.2000.0179 0.9979317476732161
vse 13 40021 10 4 8632 APW20001218.1535.0417 0.0
vse 13 40021 10 7 8635 VOM20010131.0700.0152 0.0
vse 13 40021 11 1 8629 XIN20010117.2000.0179 1.0
vse 13 40021 11 2 8630 XIN20010117.2000.0179 0.9979317476732161
vse 13 40021 12 2 8630 XIN20010117.2000.0179 0.9979317476732161
vsb 13 40048 1 2 8621 AFA20001111.1800.0160 1.0
vsb 13 40048 1 1 8620 ZBN20001113.0400.0019 1.0
vsb 13 40048 1 7 8627 VOA20001111.2100.0206 1.0
vsb 13 40048 2 1 8620 ZBN20001113.0400.0019 1.0
vsb 13 40048 3 5 8625 APW20001111.0851.0294 1.0
vsb 13 40048 3 8 8628 XIN20001114.2000.0107 1.0
vsb 13 40048 3 3 8622 XIN20001111.0200.0012 1.0
vsb 13 40048 4 6 8626 APW20001111.0851.0294 1.0
vsb 13 40048 4 4 8624 ZBN20001112.1300.0037 1.0
vsb 13 40048 5 3 8622 XIN20001111.0200.0012 1.0
vsb 13 40048 6 5 8625 APW20001111.0851.0294 1.0
vsb 13 40048 7 6 8626 APW20001111.0851.0294 1.0
vsb 13 40048 7 4 8624 ZBN20001112.1300.0037 1.0
vsb 13 40048 8 7 8627 VOA20001111.2100.0206 1.0
vsb 13 40048 8 6 8626 APW20001111.0851.0294 1.0
vsb 13 40048 8 4 8624 ZBN20001112.1300.0037 1.0
vsb 14 40009 1 10 8688 ALH20001020.1300.0093 0.3649025069637883
vsb 14 40009 2 9 8687 ALH20001020.1300.0093 1.0
vsb 14 40009 3 8 8686 ALH20001020.1300.0093 1.0
vsb 14 40009 4 2 8679 ZBN20001030.0400.0009 1.0
vsb 14 40009 5 1 8678 ZBN20001030.0400.0009 1.0
vsb 14 40009 6 5 8683 AFA20001018.1800.0227 1.0
vsb 14 40009 6 2 8679 ZBN20001030.0400.0009 1.0
vsb 14 40009 7 4 8682 APW20001216.0556.0272 0.0
vsn 14 40021 1 7 8677 AFA20010114.1800.0155 0.9967845659163987
vsn 14 40021 1 6 8676 AFA20010114.1000.0022 1.7296898079763663
vsn 14 40021 2 5 8675 VAR20010114.1100.0825 1.0
vsn 14 40021 3 4 8674 XIN20010114.2000.0139 1.0
vsn 14 40021 4 4 8674 XIN20010114.2000.0139 1.0
vsn 14 40021 6 2 8672 APW20010114.0543.0230 1.0
vsn 14 40021 7 3 8673 VOA20010115.2000.1835 1.0
vsn 14 40021 8 1 8671 AFA20010114.1000.0063 1.0
vsn 14 40021 10 2 8672 APW20010114.0543.0230 1.0
vsn 14 40021 11 3 8673 VOA20010115.2000.1835 1.0
vsn 14 40021 12 3 8673 VOA20010115.2000.1835 1.0
vse 14 40048 1 8 8669 APW20001111.1611.0427 0.5606060606060606
vse 14 40048 2 8 8669 APW20001111.1611.0427 0.5606060606060606
vse 14 40048 3 6 8667 CBS20001111.1000.0659 0.9919354838709677
vse 14 40048 4 5 8666 CBS20001114.1000.0691 0.9942028985507246
vse 14 40048 5 1 8662 NYT20001112.1903.0110 1.0
vse 14 40048 6 3 8664 APW20001111.1611.0418 1.0
vse 14 40048 7 2 8663 APW20001113.1340.0344 0.9967845659163987
vse 14 40048 8 4 8665 CBS20001114.1000.0691 1.0
vse 15 40009 1 7 8739 AFA20010117.1800.0240 0.0
vse 15 40009 1 8 8740 CNN20001019.1400.0598 1.0
vse 15 40009 2 1 8733 NYT20001202.1028.0024 1.0
vse 15 40009 5 2 8734 AFA20001018.1800.0227 0.9952038369304557
vse 15 40009 6 3 8735 XIN20001110.1400.0088 0.0
vse 15 40009 6 4 8736 XIN20001110.1400.0088 0.0
vse 15 40009 6 5 8737 AFA20001109.1800.0150 0.0
vse 15 40009 6 6 8738 CNN20001018.1400.0577 1.0
vsb 15 40021 1 20 8732 APW20010116.1521.0424 1.0
vsb 15 40021 2 20 8732 APW20010116.1521.0424 1.0
vsb 15 40021 3 6 8718 CTS20010115.2000.0008 1.0
vsb 15 40021 3 9 8721 ZBN20010116.0400.0007 1.0
vsb 15 40021 5 13 8725 ZBN20010116.0400.0007 1.0
vsb 15 40021 6 5 8717 CTS20010115.2000.0008 1.0
vsb 15 40021 6 7 8719 VAR20010114.1100.0825 1.0
vsb 15 40021 6 16 8728 VOM20010114.0700.0373 1.0
vsb 15 40021 8 4 8716 CBS20010115.1000.0930 1.0
vsb 15 40021 8 14 8726 ZBN20010116.0400.0007 0.0
vsb 15 40021 9 16 8728 VOM20010114.0700.0373 1.0
vsb 15 40021 11 8 8720 AFA20010114.1000.0022 2.0
vsb 15 40021 11 15 8727 VOM20010114.0700.0373 1.0
vsb 15 40021 11 17 8729 AFA20010113.1800.0158 0.7679180887372014
vsb 15 40021 11 18 8730 CTS20010115.2000.0008 1.0
vsb 15 40021 12 11 8723 ZBN20010116.0400.0007 1.0
vsb 15 40021 12 12 8724 ZBN20010116.0400.0007 1.0
vsb 15 40021 12 14 8726 ZBN20010116.0400.0007 0.0
vsn 15 40048 1 9 8712 NYT20001112.1903.0110 1.0
vsn 15 40048 2 8 8711 APW20001112.1831.0439 0.0
vsn 15 40048 2 5 8708 NYT20001111.1525.0144 1.0
vsn 15 40048 3 2 8705 APW20001112.1831.0439 1.0
vsn 15 40048 3 4 8707 NYT20001111.1525.0144 1.0
vsn 15 40048 3 7 8710 APW20001113.1340.0344 1.0
vsn 15 40048 4 1 8704 APW20001112.1831.0439 1.0
vsn 15 40048 7 3 8706 NYT20001111.1525.0144 1.0
vse 16 40009 1 15 8792 VOA20001018.2100.2160 0.0
vse 16 40009 1 16 8793 VOA20001018.2100.2160 1.0
vse 16 40009 1 11 8788 VOA20001018.2100.0775 1.0
vse 16 40009 1 9 8786 VOA20001018.2100.0775 1.0
vse 16 40009 1 12 8789 VOA20001018.2100.2160 1.0
vse 16 40009 2 4 8781 APW20001019.0539.0204 0.37089201877934275
vse 16 40009 3 3 8780 APW20001019.0539.0204 1.0
vse 16 40009 4 4 8781 APW20001019.0539.0204 0.37089201877934275
vse 16 40009 5 5 8782 APW20001019.0539.0204 1.0
vse 16 40009 6 1 8778 APW20001019.0539.0204 1.0
vse 16 40009 6 2 8779 APW20001019.0539.0204 1.0
vse 16 40009 6 8 8785 VOA20001018.2100.0775 1.0
vse 16 40009 7 14 8791 VOA20001018.2100.2160 1.0
vsb 16 40021 1 2 8768 ZBN20010115.0400.0014 1.0
vsb 16 40021 2 2 8768 ZBN20010115.0400.0014 1.0
vsb 16 40021 3 8 8774 AFA20010114.0000.0003 1.0
vsb 16 40021 5 4 8770 ZBN20010115.0400.0014 1.0
vsb 16 40021 6 3 8769 ZBN20010115.0400.0014 1.0
vsb 16 40021 9 3 8769 ZBN20010115.0400.0014 1.0
vsb 16 40021 10 2 8768 ZBN20010115.0400.0014 1.0
vsb 16 40021 11 1 8767 ZBN20010115.0400.0014 1.0
vsb 16 40021 11 7 8773 ABC20010114.1830.0045 0.0
vsn 16 40048 1 13 8806 APW20001111.0851.0290 0.9
vsn 16 40048 1 14 8807 APW20001111.0851.0290 0.9925373134328358
vsn 16 40048 2 11 8804 APW20001207.1122.0418 1.0
vsn 16 40048 3 14 8807 APW20001111.0851.0290 0.9925373134328358
vsn 16 40048 3 10 8803 APW20001111.0851.0290 1.0
vsn 16 40048 4 7 8800 NYT20001111.1525.0144 0.8269230769230769
vsn 16 40048 5 2 8795 NYT20001111.1525.0144 0.9975247524752475
vsn 16 40048 6 10 8803 APW20001111.0851.0290 1.0
vsn 16 40048 7 13 8806 APW20001111.0851.0290 0.9
vsn 16 40048 7 8 8801 NYT20001111.1525.0144 0.995049504950495
vsn 16 40048 7 7 8800 NYT20001111.1525.0144 0.8269230769230769
vsn 16 40048 7 6 8799 NYT20001111.1525.0144 0.0
vsn 16 40048 8 2 8795 NYT20001111.1525.0144 0.9975247524752475
vsn 17 40009 1 5 8846 APW20001019.0539.0204 1.0
vsn 17 40009 1 10 8851 APW20001019.0539.0204 0.0
vsn 17 40009 2 11 8852 XIN20001014.1400.0087 0.6519083969465649
vsn 17 40009 2 4 8845 VOA20001018.2100.0775 0.9946200403496974
vsn 17 40009 3 1 8842 APW20001018.1350.0468 1.0
vsn 17 40009 3 8 8849 APW20001019.0539.0204 0.0
vsn 17 40009 3 10 8851 APW20001019.0539.0204 0.0
vsn 17 40009 4 11 8852 XIN20001014.1400.0087 0.6519083969465649
vsn 17 40009 4 10 8851 APW20001019.0539.0204 0.0
vsn 17 40009 5 3 8844 ZBN20001030.0400.0009 1.0
vsn 17 40009 6 1 8842 APW20001018.1350.0468 1.0
vsn 17 40009 6 2 8843 APW20001018.1350.0468 1.0
vsn 17 40009 7 1 8842 APW20001018.1350.0468 1.0
vsn 17 40009 7 7 8848 APW20001019.0539.0204 0.8494623655913979
vsn 17 40009 7 9 8850 APW20001019.0539.0204 0.0
vsn 17 40009 7 5 8846 APW20001019.0539.0204 1.0
vse 17 40021 1 5 8835 ZBN20010115.0400.0014 1.0
vse 17 40021 1 3 8833 XIN20010114.2000.0139 1.0
vse 17 40021 2 10 8840 XIN20010115.1400.0118 0.9911111111111112
vse 17 40021 3 1 8831 CTS20010115.2000.0008 1.0
vse 17 40021 3 5 8835 ZBN20010115.0400.0014 1.0
vse 17 40021 4 5 8835 ZBN20010115.0400.0014 1.0
vse 17 40021 4 3 8833 XIN20010114.2000.0139 1.0
vse 17 40021 5 10 8840 XIN20010115.1400.0118 0.9911111111111112
vse 17 40021 5 11 8841 XIN20010115.2000.0144 1.0
vse 17 40021 6 4 8834 ZBN20010115.0400.0014 0.9905437352245863
vse 17 40021 6 7 8837 XIN20010115.2000.0144 1.0
vse 17 40021 7 3 8833 XIN20010114.2000.0139 1.0
vse 17 40021 7 1 8831 CTS20010115.2000.0008 1.0
vse 17 40021 8 3 8833 XIN20010114.2000.0139 1.0
vse 17 40021 9 4 8834 ZBN20010115.0400.0014 0.9905437352245863
vse 17 40021 10 9 8839 XIN20010115.1400.0118 0.9046052631578947
vse 17 40021 11 7 8837 XIN20010115.2000.0144 1.0
vse 17 40021 12 4 8834 ZBN20010115.0400.0014 0.9905437352245863
vsb 17 40048 1 8 8862 APW20001112.1831.0448 1.0
vsb 17 40048 1 6 8860 NYT20001112.1903.0110 0.9168949771689497
vsb 17 40048 2 1 8855 NYT20001112.1903.0110 0.9973958333333334
vsb 17 40048 2 8 8862 APW20001112.1831.0448 1.0
vsb 17 40048 2 13 8867 APW20001111.0851.0294 1.0
vsb 17 40048 3 3 8857 NYT20001112.1903.0110 0.0
vsb 17 40048 4 17 8871 NBC20001112.1830.1225 0.9973614775725593
vsb 17 40048 4 14 8868 CBS20001114.1000.0691 1.0
vsb 17 40048 5 7 8861 NYT20001112.1903.0110 0.661522633744856
vsb 17 40048 5 10 8864 APW20001112.1831.0448 0.7433784579164214
vsb 17 40048 5 17 8871 NBC20001112.1830.1225 0.9973614775725593
vsb 17 40048 6 16 8870 CBS20001112.1000.0176 0.5617021276595745
vsb 17 40048 6 17 8871 NBC20001112.1830.1225 0.9973614775725593
vsb 17 40048 7 12 8866 APW20001112.1831.0448 1.0
vsb 17 40048 7 14 8868 CBS20001114.1000.0691 1.0
vsb 18 40009 1 6 8905 NYT20001202.1028.0024 0.0
vsb 18 40009 1 2 8901 ZBN20001030.0400.0009 0.998109640831758
vsb 18 40009 3 6 8905 NYT20001202.1028.0024 0.0
vsb 18 40009 4 2 8901 ZBN20001030.0400.0009 0.998109640831758
vsb 18 40009 5 1 8900 ZBN20001030.0400.0009 1.0
vsb 18 40009 5 3 8902 VOA20001018.2100.2160 0.997907949790795
vsb 18 40009 6 3 8902 VOA20001018.2100.2160 0.997907949790795
vsb 18 40009 6 4 8903 VOA20001018.2100.2160 1.0
vsb 18 40009 6 8 8907 NYT20001202.1028.0024 1.0
vsb 18 40009 7 5 8904 XIN20001110.1400.0088 1.0
vsn 18 40021 1 9 8899 APW20010114.0543.0317 1.0
vsn 18 40021 2 3 8893 ZBN20010116.0400.0007 1.0
vsn 18 40021 2 9 8899 APW20010114.0543.0317 1.0
vsn 18 40021 3 6 8896 APW20010125.0333.0172 1.0
vsn 18 40021 4 6 8896 APW20010125.0333.0172 1.0
vsn 18 40021 5 2 8892 ZBN20010116.0400.0007 1.0
vsn 18 40021 5 4 8894 ZBN20010116.0400.0007 1.0
vsn 18 40021 6 5 8895 APW20010114.0543.0317 1.0
vsn 18 40021 9 5 8895 APW20010114.0543.0317 1.0
vsn 18 40021 10 4 8894 ZBN20010116.0400.0007 1.0
vsn 18 40021 11 1 8891 ZBN20010116.0400.0007 1.0
vse 18 40048 1 1 8909 NYT20001112.1903.0110 1.0
vse 18 40048 1 8 8919 PRI20001113.2000.1925 0.6893424036281179
vse 18 40048 2 12 8923 APW20001207.1122.0418 0.9900990099009901
vse 18 40048 3 10 8921 APW20001112.0900.0308 0.0
vse 18 40048 4 11 8922 APW20001112.0900.0308 1.0
vse 18 40048 5 3 8912 NYT20001112.1903.0110 1.0
vse 18 40048 7 2 8910 NYT20001112.1903.0110 1.0
vse 18 40048 7 6 8916 APW20001112.1831.0439 1.0
vse 18 40048 7 7 8917 APW20001112.1831.0439 1.0
vse 18 40048 8 6 8916 APW20001112.1831.0439 1.0
vse 18 40048 8 9 8920 CBS20001114.1000.0691 1.0
vsb 19 40009 1 8 8962 NYT20001202.1028.0024 0.0
vsb 19 40009 1 5 8958 XIN20001029.2000.0106 0.5573770491803278
vsb 19 40009 2 8 8962 NYT20001202.1028.0024 0.0
vsb 19 40009 3 2 8955 VOA20001018.2100.2160 0.998212689901698
vsb 19 40009 3 6 8960 VOA20001018.2100.0775 0.9945205479452055
vsb 19 40009 4 8 8962 NYT20001202.1028.0024 0.0
vsb 19 40009 5 7 8961 CNN20001019.1400.0598 0.9922555663117134
vsb 19 40009 6 2 8955 VOA20001018.2100.2160 0.998212689901698
vsb 19 40009 6 3 8956 XIN20001029.2000.0106 1.0
vsb 19 40009 6 4 8957 VOA20001018.2100.0775 1.0
vsb 19 40009 7 1 8954 ZBN20001030.0400.0009 1.0
vsn 19 40021 1 2 8978 APW20010114.0543.0317 1.0
vsn 19 40021 1 3 8979 APW20010114.0543.0317 1.0
vsn 19 40021 1 4 8980 ZBN20010116.0400.0007 1.0
vsn 19 40021 1 7 8983 APW20010114.1733.0443 1.0
vsn 19 40021 2 3 8979 APW20010114.0543.0317 1.0
vsn 19 40021 3 7 8983 APW20010114.1733.0443 1.0
vsn 19 40021 5 1 8977 APW20010114.0543.0317 1.0
vsn 19 40021 6 3 8979 APW20010114.0543.0317 1.0
vsn 19 40021 6 5 8981 ZBN20010116.0400.0007 1.0
vsn 19 40021 6 8 8984 APW20010114.1733.0443 1.0
vsn 19 40021 6 10 8986 AFA20010114.0000.0003 1.0
vsn 19 40021 8 2 8978 APW20010114.0543.0317 1.0
vsn 19 40021 8 4 8980 ZBN20010116.0400.0007 1.0
vsn 19 40021 9 10 8986 AFA20010114.0000.0003 1.0
vsn 19 40021 9 8 8984 APW20010114.1733.0443 1.0
vsn 19 40021 9 6 8982 CNN20010115.1400.0111 1.0
vsn 19 40021 11 9 8985 XIN20010117.2000.0179 1.0
vsn 19 40021 11 4 8980 ZBN20010116.0400.0007 1.0
vse 19 40048 1 2 8964 APW20001112.1831.0448 1.0
vse 19 40048 1 6 8968 APW20001112.1831.0448 1.0
vse 19 40048 1 12 8974 APW20001111.0851.0303 1.0
vse 19 40048 1 14 8976 ZBN20001112.1300.0037 1.0
vse 19 40048 2 10 8972 XIN20001114.2000.0107 1.0
vse 19 40048 2 11 8973 XIN20001111.0200.0012 1.0
vse 19 40048 3 13 8975 APW20001111.0851.0303 1.0
vse 19 40048 4 1 8963 APW20001112.1831.0448 1.0
vse 19 40048 4 3 8965 APW20001112.1831.0448 1.0
vse 19 40048 5 4 8966 APW20001112.1831.0448 1.0
vse 19 40048 6 5 8967 APW20001112.1831.0448 1.0
vse 19 40048 6 7 8969 NYT20001112.1903.0110 1.0
vse 19 40048 6 8 8970 NYT20001112.1903.0110 1.0
vse 19 40048 7 1 8963 APW20001112.1831.0448 1.0
vse 19 40048 7 3 8965 APW20001112.1831.0448 1.0
vse 19 40048 8 1 8963 APW20001112.1831.0448 1.0
vse 19 40048 8 3 8965 APW20001112.1831.0448 1.0
vse 20 40009 1 5 8213 ZBN20001030.0400.0009 0.6746666666666666
vse 20 40009 3 1 8208 ZBN20001030.0400.0009 0.9971264367816092
vse 20 40009 3 3 8210 APW20001018.1350.0468 0.35
vse 20 40009 5 4 8212 XIN20001029.2000.0106 0.9975594874923734
vse 20 40009 6 2 8209 APW20001016.1724.0512 0.9985449254274281
vse 20 40009 6 3 8210 APW20001018.1350.0468 0.35
vse 20 40009 7 4 8212 XIN20001029.2000.0106 0.9975594874923734
vse 20 40009 7 5 8213 ZBN20001030.0400.0009 0.6746666666666666
vsb 20 40021 1 7 8231 AFA20010114.0000.0003 0.9948979591836735
vsb 20 40021 1 9 8233 CTS20010115.2000.0008 1.0
vsb 20 40021 1 10 8234 APW20010114.0543.0317 0.5
vsb 20 40021 1 11 8235 ZBN20010115.0400.0014 1.0
vsb 20 40021 1 12 8236 ZBN20010116.0400.0007 1.0
vsb 20 40021 3 12 8236 ZBN20010116.0400.0007 1.0
vsb 20 40021 4 9 8233 CTS20010115.2000.0008 1.0
vsb 20 40021 5 5 8229 APW20010114.0543.0317 1.0
vsb 20 40021 6 1 8225 ZBN20010115.0400.0014 0.9967558799675588
vsb 20 40021 7 2 8226 ZBN20010115.0400.0014 0.508298755186722
vsb 20 40021 7 4 8228 AFA20010114.1000.0063 0.9970887918486172
vsb 20 40021 7 6 8230 XIN20010114.2000.0139 0.9923809523809524
vsb 20 40021 8 3 8227 ZBN20010115.0400.0014 0.5567765567765568
vsb 20 40021 9 4 8228 AFA20010114.1000.0063 0.9970887918486172
vsb 20 40021 9 8 8232 CTS20010115.2000.0008 0.8590425531914894
vsb 20 40021 10 7 8231 AFA20010114.0000.0003 0.9948979591836735
vsb 20 40021 10 9 8233 CTS20010115.2000.0008 1.0
vsb 20 40021 10 10 8234 APW20010114.0543.0317 0.5
vsb 20 40021 10 11 8235 ZBN20010115.0400.0014 1.0
vsb 20 40021 12 4 8228 AFA20010114.1000.0063 0.9970887918486172
vsb 20 40021 12 8 8232 CTS20010115.2000.0008 0.8590425531914894
vsn 20 40048 1 1 8215 NYT20001111.1525.0144 0.9956521739130435
vsn 20 40048 1 3 8217 NYT20001111.1525.0144 0.9983660130718954
vsn 20 40048 1 9 8223 APW20001112.1831.0439 1.0
vsn 20 40048 2 1 8215 NYT20001111.1525.0144 0.9956521739130435
vsn 20 40048 2 8 8222 APW20001112.1831.0439 1.0
vsn 20 40048 3 10 8224 APW20001113.1340.0344 1.0
vsn 20 40048 4 5 8219 NYT20001111.1525.0144 1.0
vsn 20 40048 5 4 8218 NYT20001111.1525.0144 0.997134670487106
vsn 20 40048 6 6 8220 NYT20001111.1525.0144 0.5311720698254364
vsn 20 40048 7 2 8216 NYT20001111.1525.0144 1.0
vsn 20 40048 7 7 8221 NYT20001111.1525.0144 0.0
vsn 20 40048 8 5 8219 NYT20001111.1525.0144 1.0
vsn 21 40009 1 13 9016 APW20001019.0539.0204 1.0
vsn 21 40009 2 12 9015 ZBN20001030.0400.0009 0.0
vsn 21 40009 2 11 9014 ZBN20001030.0400.0009 1.0
vsn 21 40009 3 1 9004 ZBN20001030.0400.0009 1.0
vsn 21 40009 3 3 9006 APW20001016.1724.0512 1.0
vsn 21 40009 4 13 9016 APW20001019.0539.0204 1.0
vsn 21 40009 5 7 9010 CNN20001019.1400.0598 1.0
vsn 21 40009 5 10 9013 ZBN20001030.0400.0009 0.0
vsn 21 40009 6 10 9013 ZBN20001030.0400.0009 0.0
vsn 21 40009 6 9 9012 XIN20001029.2000.0106 0.5573770491803278
vsn 21 40009 6 8 9011 CNN20001019.1400.0598 0.991304347826087
vsn 21 40009 6 5 9008 APW20001016.1724.0512 1.0
vsn 21 40009 7 7 9010 CNN20001019.1400.0598 1.0
vsn 21 40009 7 6 9009 CNN20001019.1400.0598 1.0
vsn 21 40009 7 2 9005 APW20001016.1724.0512 1.0
vsn 21 40009 7 4 9007 APW20001016.1724.0512 1.0
vse 21 40021 1 20 9053 CNN20010115.0900.0296 1.0
vse 21 40021 1 19 9052 CNN20010115.0900.0296 0.0
vse 21 40021 2 18 9051 ZBN20010116.0400.0007 1.0
vse 21 40021 3 17 9050 CTS20010116.1300.0512 1.0
vse 21 40021 4 19 9052 CNN20010115.0900.0296 0.0
vse 21 40021 5 17 9050 CTS20010116.1300.0512 1.0
vse 21 40021 5 13 9046 XIN20010115.2000.0144 1.0
vse 21 40021 5 11 9044 AFA20010114.1000.0063 1.0
vse 21 40021 6 14 9047 CNN20010114.1400.0018 1.0
vse 21 40021 6 15 9048 AFA20010114.0000.0003 1.0
vse 21 40021 7 15 9048 AFA20010114.0000.0003 1.0
vse 21 40021 7 12 9045 AFA20010114.1000.0063 0.9933993399339934
vse 21 40021 8 16 9049 CTS20010116.1300.0512 1.0
vse 21 40021 10 11 9044 AFA20010114.1000.0063 1.0
vse 21 40021 11 2 9035 ZBN20010116.0400.0007 1.0
vse 21 40021 11 3 9036 ZBN20010116.0400.0007 1.0
vse 21 40021 11 1 9034 ZBN20010116.0400.0007 1.0
vse 21 40021 11 5 9038 CTS20010119.1300.0854 1.0
vse 21 40021 12 9 9042 AFA20010114.1000.0063 1.0
vse 21 40021 12 3 9036 ZBN20010116.0400.0007 1.0
vse 21 40021 12 6 9039 ZBN20010116.0400.0007 0.0
vsb 21 40048 1 17 9033 APW20001114.1245.0373 1.0
vsb 21 40048 1 16 9032 NYT20001112.1903.0110 1.0
vsb 21 40048 2 15 9031 APW20001111.1611.0427 0.993421052631579
vsb 21 40048 3 12 9028 APW20001111.0851.0291 0.0
vsb 21 40048 3 11 9027 CBS20001112.1000.0176 0.9867549668874173
vsb 21 40048 3 8 9024 CBS20001114.1000.0691 1.0
vsb 21 40048 4 14 9030 XIN20001111.0200.0012 1.0
vsb 21 40048 5 4 9020 NYT20001112.1903.0110 1.0
vsb 21 40048 5 3 9019 CBS20001113.1000.0822 1.0
vsb 21 40048 6 7 9023 CBS20001114.1000.0691 1.0
vsb 21 40048 7 9 9025 APW20001111.0851.0294 1.0
vsb 21 40048 7 2 9018 NYT20001112.1903.0110 1.0
vsb 21 40048 7 1 9017 NYT20001112.1903.0110 1.0
vsb 21 40048 8 4 9020 NYT20001112.1903.0110 1.0
vsb 21 40048 8 3 9019 CBS20001113.1000.0822 1.0
vsb 22 40048 1 6 9409 NYT20001112.1903.0110 1.0
vsb 22 40048 1 7 9410 NYT20001112.1903.0110 1.0
vsb 22 40048 2 5 9408 NYT20001112.1903.0110 1.0
vsb 22 40048 3 2 9402 APW20001112.1831.0448 1.0
vsb 22 40048 4 4 9407 NYT20001112.1903.0110 1.0
vsb 22 40048 6 1 9401 APW20001112.1831.0439 1.0
vsb 22 40048 7 3 9405 APW20001112.1831.0448 0.9941002949852508
vse 22 40021 1 8 9419 AFA20010114.1400.0094 1.0
vse 22 40021 2 1 9412 AFA20010114.1000.0063 1.0
vse 22 40021 3 7 9418 AFA20010114.1400.0094 1.0
vse 22 40021 5 2 9413 AFA20010114.1000.0063 1.0
vse 22 40021 5 6 9417 AFA20010114.1000.0063 1.0
vse 22 40021 6 3 9414 AFA20010114.1000.0063 1.0
vse 22 40021 10 5 9416 AFA20010114.1000.0063 1.0
vse 22 40021 11 4 9415 AFA20010114.1000.0063 0.0
vsn 22 40009 1 8 9427 VOA20001018.2100.2160 1.0
vsn 22 40009 2 7 9426 APW20001018.1350.0468 0.6134453781512605
vsn 22 40009 3 2 9421 ZBN20001030.0400.0009 1.0
vsn 22 40009 4 6 9425 NYT20001006.2228.0359 0.0
vsn 22 40009 5 1 9420 ZBN20001030.0400.0009 1.0
vsn 22 40009 6 2 9421 ZBN20001030.0400.0009 1.0
vsn 22 40009 6 3 9422 NYT20001006.2228.0359 1.0
vsn 22 40009 6 4 9423 ALH20001020.1300.0093 1.0
vsn 22 40009 7 5 9424 APW20001016.1724.0512 1.0
vsb 23 40009 1 8 9197 ZBN20001030.0400.0009 1.0
vsb 23 40009 2 9 9198 XIN20001029.2000.0106 1.0
vsb 23 40009 2 7 9196 VOA20001018.2100.2160 0.6808866583019657
vsb 23 40009 3 6 9195 VOA20001018.2100.2160 0.998212689901698
vsb 23 40009 4 2 9191 VOA20001018.2100.2160 1.0
vsb 23 40009 5 4 9193 VOA20001018.2100.2160 0.9983726606997559
vsb 23 40009 6 3 9192 VOA20001018.2100.2160 1.0
vsb 23 40009 7 1 9190 VOA20001018.2100.2160 1.0
vsn 23 40021 1 11 9186 AFA20010114.0000.0003 0.9976162097735399
vsn 23 40021 1 12 9187 XIN20010115.2000.0144 1.0
vsn 23 40021 1 13 9188 XIN20010115.2000.0144 1.0
vsn 23 40021 1 14 9189 XIN20010115.2000.0144 1.0
vsn 23 40021 3 12 9187 XIN20010115.2000.0144 1.0
vsn 23 40021 4 1 9176 ZBN20010115.0400.0014 1.0
vsn 23 40021 5 10 9185 AFA20010114.0000.0003 1.0
vsn 23 40021 6 9 9184 VAR20010114.1100.0825 1.0
vsn 23 40021 7 2 9177 ZBN20010115.0400.0014 1.0
vsn 23 40021 8 6 9181 CTS20010115.2000.0008 0.9963201471941122
vsn 23 40021 10 10 9185 AFA20010114.0000.0003 1.0
vsn 23 40021 11 8 9183 CTS20010123.1300.1023 1.0
vsn 23 40021 12 4 9179 AFA20010114.1000.0063 1.0
vse 23 40048 1 10 9175 XIN20001112.0200.0028 1.0
vse 23 40048 2 8 9173 NYT20001111.1525.0144 1.0
vse 23 40048 3 7 9172 APW20001111.1611.0427 0.0
vse 23 40048 4 3 9168 NYT20001111.1525.0144 1.0
vse 23 40048 5 4 9169 NYT20001111.1525.0144 1.0
vse 23 40048 6 5 9170 APW20001114.1245.0373 0.9969325153374233
vse 23 40048 7 3 9168 NYT20001111.1525.0144 1.0
vsn 24 40048 1 1 9213 CBS20001111.1000.0659 1.0
vsn 24 40048 1 6 9219 CBS20001112.1000.0176 1.0
vsn 24 40048 2 1 9213 CBS20001111.1000.0659 1.0
vsn 24 40048 2 6 9219 CBS20001112.1000.0176 1.0
vsn 24 40048 3 10 9223 VOA20001112.2100.2621 1.0
vsn 24 40048 4 9 9222 VOA20001112.2100.2621 1.0
vsn 24 40048 5 2 9214 CBS20001111.1000.0659 1.0
vsn 24 40048 5 4 9216 APW20001112.0900.0320 1.0
vsn 24 40048 6 11 9224 VOA20001112.2100.2621 1.0
vsn 24 40048 7 3 9215 CBS20001111.1000.0659 1.0
vsn 24 40048 8 2 9214 CBS20001111.1000.0659 1.0
