sys userno topicid top5 top10 inum
vse 34 40009 -1 0.7 0
vse 34 40009 -1 1.0 0
vse 34 40009 -1 1.0 1
vsn 34 40048 -1 0.0 0
vsn 34 40048 -1 0.0 0
vsn 34 40048 -1 0.0 0
vsn 34 40048 -1 0.7 0
vsn 34 40048 -1 0.0 0
vsn 34 40048 -1 0.0 0
vsn 34 40048 -1 0.0 0
vsn 34 40048 -1 0.7 0
vsn 34 40048 -1 1.0 0
vsn 34 40048 -1 1.0 0
vsn 34 40048 -1 1.0 1
vse 35 40021 -1 1.0 0
vse 35 40021 -1 1.0 0
vse 35 40021 -1 1.0 0
vse 35 40021 -1 1.0 0
vse 35 40021 -1 1.0 0
vse 35 40021 -1 1.0 1
vse 35 40021 -1 1.0 1
vse 35 40021 -1 1.0 1
vse 35 40021 -1 1.0 1
vsn 35 40009 -1 0.9 0
vsn 35 40009 -1 0.9 0
vsn 35 40009 -1 1.0 1
vsn 35 40009 -1 0.9 1
vsn 35 40009 -1 0.8 1
vsn 35 40009 -1 0.7 1
vsn 36 40021 -1 1.0 0
vsn 36 40021 -1 1.0 0
vsn 36 40021 -1 1.0 0
vsn 36 40021 -1 1.0 1
vsn 36 40021 -1 1.0 1
vsn 36 40021 -1 1.0 1
vsn 36 40021 -1 1.0 1
vsn 36 40021 -1 1.0 1
vsn 36 40021 -1 1.0 1
vsn 36 40021 -1 1.0 1
vsn 36 40021 -1 1.0 1
vsn 36 40021 -1 1.0 1
vsn 36 40021 -1 1.0 1
vsn 36 40021 -1 1.0 1
vsn 36 40021 -1 1.0 1
vse 36 40048 -1 1.0 0
vse 36 40048 -1 1.0 0
vse 36 40048 -1 1.0 1
vse 36 40048 -1 0.9 1
vse 36 40048 -1 1.0 1
vse 36 40048 -1 1.0 1
vse 36 40048 -1 1.0 1
vse 37 40048 -1 0.0 0
vse 37 40048 -1 0.0 0
vse 37 40048 -1 1.0 0
vse 37 40048 -1 1.0 0
vse 37 40048 -1 1.0 1
vse 37 40048 -1 1.0 1
vse 37 40048 -1 1.0 1
vse 37 40048 -1 1.0 1
vse 37 40048 -1 1.0 1
vse 37 40048 -1 1.0 1
vse 37 40048 -1 1.0 1
vse 37 40048 -1 1.0 1
vsn 37 40021 -1 1.0 0
vsn 37 40021 -1 1.0 0
vsn 37 40021 -1 1.0 1
vsn 37 40021 -1 1.0 1
vsn 37 40021 -1 1.0 1
vsn 37 40021 -1 1.0 1
vsn 37 40021 -1 1.0 1
vsn 37 40021 -1 1.0 1
vse 31 40021 -1 1.0 0
vse 31 40021 -1 1.0 0
vse 31 40021 -1 1.0 0
vse 31 40021 -1 1.0 1
vse 31 40021 -1 1.0 1
vse 31 40021 -1 0.2 1
vse 31 40021 -1 1.0 1
vse 31 40021 -1 1.0 1
vse 31 40021 -1 0.9 1
vse 31 40021 -1 0.9 1
vse 31 40021 -1 1.0 1
vse 31 40021 -1 1.0 1
vse 31 40021 -1 0.9 1
vsn 31 40009 -1 0.8 0
vsn 31 40009 -1 0.3 0
vsn 31 40009 -1 0.6 0
vsn 31 40009 -1 0.6 0
vsn 31 40009 -1 0.5 0
vsn 31 40009 -1 1.0 0
vsn 31 40009 -1 0.7 0
vsn 31 40009 -1 0.8 0
vsn 31 40009 -1 0.8 0
vsn 31 40009 -1 0.8 0
vsn 31 40009 -1 0.8 0
vsn 31 40009 -1 0.8 0
vsn 31 40009 -1 0.8 0
vsn 31 40009 -1 0.8 0
vsn 31 40009 -1 0.8 0
vsn 31 40009 -1 0.8 0
vsn 31 40009 -1 0.8 1
vsn 31 40009 -1 0.8 1
