sys userno topicid top5 top10 inum avgx ratiox
vsn 16 40048 -1 1.0 1 545.0 0.727699530516
vsn 16 40048 -1 1.0 1 557.7 0.747574334898
vsn 16 40048 -1 1.0 1 565.3 0.759467918623
vsn 16 40048 -1 1.0 1 555.4 0.743974960876
vsn 16 40048 -1 1.0 1 517.8 0.714192495922
vsn 16 40048 -1 1.0 1 565.4 0.765615141956
vsn 16 40048 -1 1.0 1 566.8 0.767823343849
vsn 16 40048 -1 1.0 1 553.4 0.746687697161
vse 17 40021 -1 1.0 0 428.6 0.404195804196
vse 17 40021 -1 1.0 0 469.9 0.366588785047
vse 17 40021 -1 0.2 0 455.0 0.0
vse 17 40021 -1 1.0 0 428.6 0.404195804196
vse 17 40021 -1 1.0 0 308.5 0.388605442177
vse 17 40021 -1 1.0 1 354.1 0.451565074135
vse 17 40021 -1 1.0 1 373.0 0.483498349835
vse 17 40021 -1 1.0 1 365.1 0.491551724138
vse 17 40021 -1 1.0 1 370.0 0.480928689884
vse 17 40021 -1 1.0 1 379.4 0.501507537688
vsn 17 40009 -1 0.0 0 448.5 0.473776223776
vsn 17 40009 -1 0.0 0 459.0 0.51048951049
vsn 17 40009 -1 1.0 0 561.7 0.815838509317
vsn 17 40009 -1 1.0 0 472.7 0.632367149758
vsn 17 40009 -1 1.0 1 550.4 0.766123778502
vsn 17 40009 -1 1.0 1 461.8 0.687927927928
vsn 17 40009 -1 1.0 1 522.9 0.753231292517
vsn 17 40009 -1 1.0 1 502.0 0.71768707483
vsn 17 40009 -1 0.9 1 522.6 0.713870967742
vsn 17 40009 -1 1.0 1 564.2 0.809276437848
vsn 17 40009 -1 1.0 1 564.2 0.809276437848
vsn 18 40021 -1 1.0 0 428.6 0.404195804196
vsn 18 40021 -1 1.0 0 433.1 0.430606060606
vsn 18 40021 -1 1.0 1 294.8 0.378169014085
vsn 18 40021 -1 1.0 1 467.0 0.617224880383
vsn 18 40021 -1 1.0 1 426.6 0.552791068581
vse 18 40048 -1 1.0 0 441.8 0.45034965035
vse 18 40048 -1 1.0 0 524.6 0.773217391304
vse 18 40048 -1 1.0 1 462.8 0.654358974359
vse 18 40048 -1 1.0 1 461.3 0.61008
vse 19 40048 -1 1.0 0 408.5 0.356060606061
vse 19 40048 -1 1.0 0 512.8 0.747495682211
vse 19 40048 -1 1.0 1 525.8 0.772616984402
vse 19 40048 -1 1.0 1 504.3 0.745694200351
vse 19 40048 -1 1.0 1 524.6 0.769204152249
vse 19 40048 -1 1.0 1 519.6 0.711326860841
vse 19 40048 -1 1.0 1 539.7 0.743851132686
vsn 19 40021 -1 1.0 0 428.6 0.404195804196
vsn 19 40021 -1 1.0 0 428.6 0.404195804196
vsn 19 40021 -1 1.0 0 428.6 0.404195804196
vsn 19 40021 -1 1.0 0 433.1 0.430606060606
vsn 19 40021 -1 1.0 0 406.6 0.525925925926
vsn 19 40021 -1 1.0 1 463.1 0.569051878354
vsn 19 40021 -1 1.0 1 427.9 0.581772575251
vsn 19 40021 -1 1.0 1 437.0 0.609215017065
vsn 19 40021 -1 0.4 1 571.5 0.778922345483
vsn 21 40009 -1 0.7 0 335.7 0.0802120141343
vsn 21 40009 -1 0.9 0 439.3 0.450337837838
vsn 21 40009 -1 1.0 1 398.8 0.592565055762
vsn 21 40009 -1 1.0 1 463.8 0.712059369202
vsn 21 40009 -1 1.0 1 464.1 0.698363636364
vsn 21 40009 -1 0.9 1 468.1 0.657796610169
vsn 21 40009 -1 0.9 1 484.7 0.682462057336
vse 21 40021 -1 1.0 0 433.1 0.430606060606
vse 21 40021 -1 1.0 0 249.9 0.29445407279
vse 21 40021 -1 1.0 1 285.2 0.353793103448
vse 21 40021 -1 1.0 1 263.4 0.307718120805
vse 21 40021 -1 1.0 1 279.6 0.342367066895
vse 21 40021 -1 1.0 1 311.1 0.3910321489
vsn 12 40009 -1 1.0 0 572.9 0.854242424242
vsn 12 40009 -1 0.8 0 499.4 0.669178082192
vsn 12 40009 -1 0.5 0 512.7 0.698251748252
vsn 12 40009 -1 1.0 0 569.4 0.78935483871
vsn 12 40009 -1 1.0 1 549.6 0.802735042735
vsn 12 40009 -1 0.8 1 564.1 0.76356466877
vsn 12 40009 -1 0.8 1 564.1 0.76356466877
vsn 12 40009 -1 1.0 1 494.6 0.676345840131
vsn 12 40009 -1 1.0 1 480.9 0.653996737357
vsn 12 40009 -1 0.8 1 433.4 0.576508972268
vsn 12 40009 -1 1.0 1 503.4 0.732525951557
vsn 12 40009 -1 0.8 1 410.4 0.541639344262
vsn 12 40009 -1 0.5 1 536.4 0.723296354992
vsn 12 40009 -1 0.7 1 594.6 0.816825396825
vsn 12 40009 -1 0.9 1 665.1 0.921417322835
vsn 12 40009 -1 0.9 1 665.1 0.921417322835
vsn 12 40009 -1 0.7 1 610.5 0.819938176198
vse 12 40021 -1 1.0 0 389.6 0.267832167832
vse 12 40021 -1 1.0 0 268.4 0.306341463415
vse 12 40021 -1 1.0 1 287.8 0.355821917808
vse 12 40021 -1 1.0 1 346.8 0.443189368771
vse 12 40021 -1 1.0 1 346.1 0.449493243243
vse 12 40021 -1 1.0 1 363.0 0.475630252101
vse 12 40021 -1 1.0 1 432.6 0.565064102564
vse 12 40021 -1 1.0 1 472.6 0.629166666667
vse 12 40021 -1 1.0 1 321.2 0.418024263432
vsn 01 40021 -1 0 0 -1 -1
vsn 01 40021 -1 1.0 0 487.8 0.611188811189
vsn 01 40021 -1 1.0 0 487.8 0.611188811189
vsn 01 40021 -1 1.0 0 531.5 0.646245059289
vsn 01 40021 -1 1.0 1 466.7 0.616746411483
vse 23 40048 -1 0.9 0 379.3 0.531927710843
vse 23 40048 -1 0.9 0 463.2 0.41185770751
vse 23 40048 -1 1.0 0 519.7 0.393413173653
vse 23 40048 -1 1.0 0 650.5 0.879044684129
vse 23 40048 -1 1.0 1 650.5 0.879044684129
vse 23 40048 -1 1.0 1 626.8 0.834809160305
vse 23 40048 -1 1.0 1 585.6 0.78753894081
vse 23 40048 -1 1.0 1 585.6 0.78753894081
vse 23 40048 -1 1.0 1 585.6 0.78753894081
vse 23 40048 -1 1.0 1 603.8 0.802143950995
vsn 23 40021 -1 1.0 0 531.5 0.646245059289
vsn 23 40021 -1 1.0 0 449.9 0.614451827243
vsn 23 40021 -1 0.9 1 453.0 0.595846645367
vsn 23 40021 -1 1.0 1 455.9 0.593838862559
vsn 23 40021 -1 1.0 1 500.3 0.663981042654
vsn 23 40021 -1 1.0 1 586.2 0.794662480377
vsn 24 40048 -1 1.0 0 430.7 0.423333333333
vsn 24 40048 -1 1.0 0 301.3 0.400905797101
vsn 24 40048 -1 1.0 1 262.3 0.32965641953
vsn 24 40048 -1 1.0 1 416.8 0.566296296296
vsn 24 40048 -1 0.9 1 624.0 0.851330203443
vsn 24 40048 -1 1.0 1 509.0 0.706754530478
vsn 24 40048 -1 1.0 1 491.8 0.689782244556
vsn 24 40048 -1 1.0 1 518.2 0.717184942717
vse 24 40009 -1 0.9 0 353.9 0.197178683386
vse 24 40009 -1 0.6 0 394.4 0.241924398625
vse 24 40009 -1 0.6 1 377.5 0.225524475524
vse 24 40009 -1 0.6 1 263.6 0.33503649635
vse 24 40009 -1 0.6 1 263.4 0.417767653759
vse 24 40009 -1 0.6 1 255.3 0.451804123711
vse 24 40009 -1 0.9 1 388.9 0.278021978022
vse 24 40009 -1 1.0 1 321.1 0.449813432836
vse 24 40009 -1 0.9 1 298.9 0.429215686275
vse 24 40009 -1 0.6 1 618.2 0.834418604651
vse 24 40009 -1 0.5 1 642.1 0.87554517134
vse 24 40009 -1 0.9 1 480.4 0.661818181818
vse 24 40009 -1 0.9 1 448.2 0.623011844332
vse 24 40009 -1 0.8 1 441.6 0.593760262726
vse 25 40009 -1 0.8 0 532.1 0.737171052632
vse 25 40009 -1 0.9 0 534.9 0.82439862543
vse 25 40009 -1 0.9 0 525.3 0.791408934708
vse 25 40009 -1 0.6 0 299.5 0.454451345756
vse 25 40009 -1 0.2 1 399.2 0.487328244275
vse 25 40009 -1 0.7 1 290.7 0.398298676749
vse 25 40009 -1 0.5 1 278.7 0.413097713098
vse 25 40009 -1 0.7 1 356.5 0.466273187184
vsn 25 40048 -1 0.6 0 383.4 0.488888888889
vsn 25 40048 -1 1.0 0 508.1 0.666987179487
vsn 25 40048 -1 1.0 0 527.8 0.722258064516
vse 26 40021 -1 1.0 0 487.8 0.611188811189
vse 26 40021 -1 1.0 0 487.8 0.611188811189
vse 26 40021 -1 1.0 0 333.0 0.438474870017
vse 26 40021 -1 1.0 1 361.3 0.480854700855
vse 26 40021 -1 1.0 1 377.4 0.513644214162
vse 26 40021 -1 1.0 1 406.9 0.55406779661
vse 26 40021 -1 1.0 1 372.7 0.488647746244
vse 26 40021 -1 1.0 1 531.7 0.721565495208
vse 26 40021 -1 1.0 1 535.6 0.709657320872
vse 26 40021 -1 1.0 1 536.2 0.733440514469
vse 26 40021 -1 1.0 1 353.7 0.440032154341
vsn 26 40009 -1 0.7 0 442.9 0.460303030303
vsn 26 40009 -1 1.0 1 445.3 0.632006920415
vsn 26 40009 -1 0.9 1 554.2 0.791652754591
vsn 26 40009 -1 0.9 1 554.2 0.762379421222
vsn 26 40009 -1 0.9 1 554.2 0.762379421222
vsn 26 40009 -1 0.0 1 586.7 0.800473933649
vsn 26 40009 -1 0.0 1 586.7 0.800473933649
vsn 26 40009 -1 0.5 1 572.0 0.753445635528
vsn 26 40009 -1 0.4 1 594.0 0.803125
vsn 27 40021 -1 1.0 0 494.4 0.616363636364
vsn 27 40021 -1 1.0 0 199.9 0.218
vsn 27 40021 -1 1.0 1 348.6 0.453716216216
vsn 27 40021 -1 1.0 1 380.4 0.49652892562
vsn 27 40021 -1 1.0 1 377.7 0.492066115702
vsn 27 40021 -1 1.0 1 377.7 0.492066115702
vsn 27 40021 -1 1.0 1 401.8 0.529276315789
vsn 27 40021 -1 1.0 1 384.0 0.502479338843
vsn 27 40021 -1 1.0 1 432.6 0.575203915171
vsn 27 40021 -1 1.0 1 414.3 0.558096828047
vsn 27 40021 -1 1.0 1 450.8 0.600972447326
vsn 27 40021 -1 1.0 1 480.8 0.644372990354
vsn 27 40021 -1 1.0 1 466.4 0.63240589198
vsn 27 40021 -1 1.0 1 462.1 0.625368248773
vsn 27 40021 -1 1.0 1 466.7 0.632896890344
vsn 27 40021 -1 1.0 1 466.7 0.632896890344
vsn 27 40021 -1 1.0 1 466.7 0.632896890344
vse 27 40048 -1 1.0 0 490.7 0.621328671329
vse 27 40048 -1 1.0 0 530.2 0.692615384615
vse 27 40048 -1 1.0 0 458.5 0.619476268412
vse 27 40048 -1 1.0 0 470.8 0.642763157895
vse 27 40048 -1 1.0 0 480.3 0.668280467446
vse 27 40048 -1 1.0 0 460.8 0.635726210351
vse 27 40048 -1 1.0 0 488.1 0.640659340659
vse 27 40048 -1 1.0 0 485.3 0.698793103448
vse 27 40048 -1 1.0 0 546.8 0.730516431925
vse 27 40048 -1 1.0 0 612.2 0.82256568779
vse 27 40048 -1 1.0 1 615.1 0.827047913447
vse 22 40021 -1 0.9 0 408.1 0.332517482517
vse 22 40021 -1 1.0 0 433.1 0.430606060606
vse 22 40021 -1 1.0 0 394.3 0.255719557196
vse 22 40021 -1 1.0 0 224.6 0.271804511278
vse 22 40021 -1 1.0 1 213.6 0.225675675676
vse 22 40021 -1 1.0 1 233.4 0.277898550725
vse 22 40021 -1 1.0 1 202.4 0.215492957746
vse 22 40021 -1 1.0 1 438.2 0.605067567568
vse 22 40021 -1 1.0 1 414.9 0.539291465378
vse 22 40021 -1 1.0 1 479.7 0.642604501608
vse 22 40021 -1 1.0 1 467.0 0.670710571924
vse 22 40021 -1 1.0 1 467.0 0.670710571924
vse 22 40021 -1 1.0 1 530.8 0.723595505618
vsn 22 40009 -1 1.0 0 545.6 0.764375
vsn 22 40009 -1 1.0 0 401.0 0.555363321799
vsn 22 40009 -1 1.0 1 401.9 0.559826086957
vsn 22 40009 -1 1.0 1 468.4 0.670811744387
vsn 22 40009 -1 0.9 1 448.5 0.636442141623
vsn 22 40009 -1 1.0 1 468.4 0.69605734767
vse 28 40048 -1 1.0 0 457.0 0.4
vse 28 40048 -1 1.0 0 457.0 0.4
vse 28 40048 -1 1.0 0 457.0 0.4
vse 28 40048 -1 1.0 0 622.0 0.832565284178
vse 28 40048 -1 1.0 1 608.7 0.757007575758
vsn 28 40021 -1 1.0 0 433.1 0.352054794521
vsn 28 40021 -1 1.0 0 456.3 0.66838365897
vsn 28 40021 -1 1.0 1 456.3 0.66838365897
vsn 28 40021 -1 1.0 1 383.4 0.488698630137
vsn 28 40021 -1 1.0 1 492.1 0.518336886994
vsn 28 40021 -1 1.0 1 491.8 0.517697228145
vsn 28 40021 -1 1.0 1 542.5 0.635699373695
vse 29 40009 -1 0.8 0 377.1 0.28801369863
vse 29 40009 -1 0.8 0 364.7 0.232830188679
vse 29 40009 -1 0.5 0 438.1 0.55553602812
vse 29 40009 -1 0.1 0 578.8 0.787096774194
vse 29 40009 -1 0.3 0 620.4 0.815700934579
vse 29 40009 -1 0.1 1 569.8 0.751398601399
vse 29 40009 -1 0.0 1 614.0 0.82
vse 29 40009 -1 0.2 1 594.7 0.814398734177
vse 29 40009 -1 0.1 1 620.8 0.795463137996
vsn 29 40048 -1 1.0 0 506.6 0.583399209486
vsn 29 40048 -1 1.0 0 455.8 0.538976377953
vsn 29 40048 -1 1.0 1 472.1 0.665087719298
vsn 29 40048 -1 1.0 1 693.8 0.934098360656
vsn 29 40048 -1 1.0 1 693.8 0.935782747604
vsn 29 40048 -1 1.0 1 698.9 0.932239382239
vsn 29 40048 -1 0.0 1 663.6 0.826976744186
vsb 29 40021 -1 1.0 1 397.1 0.517984189723
vsn 30 40009 -1 0.8 0 475.7 0.540528634361
vsn 30 40009 -1 1.0 0 469.8 0.561538461538
vsn 30 40009 -1 0.8 0 478.5 0.699600798403
vsn 30 40009 -1 0.0 1 0.0 -1
vsn 30 40009 -1 0.9 1 516.1 0.694943820225
vsn 30 40009 -1 0.9 1 516.1 0.694943820225
vsn 30 40009 -1 0.8 1 526.6 0.778775510204
vsn 30 40009 -1 0.8 1 520.9 0.767142857143
vsn 30 40009 -1 0.8 1 497.8 0.72
vse 30 40021 -1 1.0 0 487.8 0.468235294118
vse 30 40021 -1 0.2 0 455.0 0.0
vse 30 40021 -1 0.1 0 455.5 0.1
vse 30 40021 -1 0.2 0 455.0 0.0
vse 30 40021 -1 0.2 0 455.0 0.0
vse 30 40021 -1 0.9 0 456.5 0.3
vse 30 40021 -1 1.0 0 428.6 0.331506849315
vse 30 40021 -1 1.0 1 302.6 0.341621621622
vse 30 40021 -1 1.0 1 302.4 0.341261261261
vse 30 40021 -1 1.0 1 363.4 0.479271070615
vse 30 40021 -1 1.0 1 385.1 0.52785467128
vse 30 40021 -1 1.0 1 375.8 0.423985239852
vse 32 40048 -1 1.0 0 444.6 0.51512605042
vse 32 40048 -1 1.0 0 169.2 0.188185654008
vse 32 40048 -1 1.0 1 188.1 0.209902912621
vse 32 40048 -1 1.0 1 223.0 0.277669902913
vse 32 40048 -1 1.0 1 203.4 0.277927927928
vse 32 40048 -1 1.0 1 197.8 0.27523364486
vse 32 40048 -1 1.0 1 278.2 0.341035856574
vse 32 40048 -1 1.0 1 443.1 0.618307086614
vse 32 40048 -1 1.0 1 481.6 0.642504743833
vse 32 40048 -1 1.0 1 496.3 0.649448529412
vse 32 40048 -1 1.0 1 511.6 0.657884231537
vse 32 40048 -1 1.0 1 511.6 0.657884231537
vse 32 40048 -1 1.0 1 525.8 0.652441229656
vse 32 40048 -1 1.0 1 472.8 0.574042553191
vse 32 40048 -1 1.0 1 550.9 0.763261648746
vsn 32 40021 -1 1.0 0 424.9 0.288785046729
vsn 32 40021 -1 1.0 0 409.2 0.363157894737
vsn 32 40021 -1 1.0 0 221.7 0.253488372093
vsn 32 40021 -1 1.0 1 246.8 0.298389982111
vsn 32 40021 -1 1.0 1 237.7 0.235501858736
vsn 32 40021 -1 1.0 1 285.2 0.412048192771
vsn 32 40021 -1 1.0 1 361.2 0.474893617021
vsn 32 40021 -1 1.0 1 371.5 0.458762886598
vsn 32 40021 -1 1.0 1 353.9 0.470197044335
vsn 32 40021 -1 1.0 1 402.5 0.503378378378
vsn 32 40021 -1 1.0 1 448.8 0.512927756654
vsn 32 40021 -1 1.0 1 462.3 0.559881422925
vsn 32 40021 -1 1.0 1 478.3 0.59033530572
vsn 32 40021 -1 1.0 1 476.7 0.593027888446
vsn 33 40048 -1 1.0 0 481.4 0.362557077626
vsn 33 40048 -1 1.0 0 452.6 0.651398601399
vsn 33 40048 -1 1.0 1 465.3 0.60868878357
vsn 33 40048 -1 1.0 1 464.5 0.607424960506
vsn 33 40048 -1 0.1 1 654.3 0.857166392092
vsn 33 40048 -1 1.0 1 589.4 0.772307692308
vsn 33 40048 -1 1.0 1 522.4 0.620823244552
vsn 33 40048 -1 1.0 1 513.0 0.598062953995
vsb 33 40021 -1 0.8 1 474.7 0.581020408163
vse 33 40009 -1 1.0 0 439.7 0.447703180212
vse 33 40009 -1 0.7 0 482.9 0.692945326279
vse 34 40009 -1 0.7 0 337.1 0.0971774193548
vse 34 40009 -1 1.0 0 525.6 0.707301587302
vse 34 40009 -1 1.0 1 525.6 0.707301587302
vsn 34 40048 -1 0.0 0 455.5 0.1
vsn 34 40048 -1 0.0 0 455.5 0.1
vsn 34 40048 -1 0.0 0 455.5 0.1
vsn 34 40048 -1 0.7 0 455.5 0.1
vsn 34 40048 -1 0.0 0 455.5 0.1
vsn 34 40048 -1 0.0 0 455.5 0.1
vsn 34 40048 -1 0.0 0 455.5 0.1
vsn 34 40048 -1 0.7 0 455.5 0.1
vsn 34 40048 -1 1.0 0 410.2 0.397333333333
vsn 34 40048 -1 1.0 0 384.4 0.51768707483
vsn 34 40048 -1 1.0 1 506.6 0.655726495726
vse 35 40021 -1 1.0 0 531.5 0.652380952381
vse 35 40021 -1 1.0 0 488.3 0.32735042735
vse 35 40021 -1 1.0 0 435.5 0.40625
vse 35 40021 -1 1.0 0 395.1 0.339247311828
vse 35 40021 -1 1.0 0 559.7 0.769983948636
vse 35 40021 -1 1.0 1 501.7 0.703151260504
vse 35 40021 -1 1.0 1 436.4 0.372048192771
vse 35 40021 -1 1.0 1 508.4 0.695668549906
vse 35 40021 -1 1.0 1 453.7 0.642321428571
vsn 35 40009 -1 0.9 0 443.2 0.305434782609
vsn 35 40009 -1 0.9 0 462.0 0.622641509434
vsn 35 40009 -1 1.0 1 458.1 0.538309859155
vsn 35 40009 -1 0.9 1 477.6 0.593827160494
vsn 35 40009 -1 0.8 1 470.6 0.600829875519
vsn 35 40009 -1 0.7 1 445.9 0.424926686217
vsn 36 40021 -1 1.0 0 404.7 0.359565217391
vsn 36 40021 -1 1.0 0 388.6 0.523976608187
vsn 36 40021 -1 1.0 0 324.0 0.425828970332
vsn 36 40021 -1 1.0 1 392.3 0.529322033898
vsn 36 40021 -1 1.0 1 539.3 0.671677559913
vsn 36 40021 -1 1.0 1 557.0 0.695067264574
vsn 36 40021 -1 1.0 1 548.3 0.745700636943
vsn 36 40021 -1 1.0 1 570.8 0.724356435644
vsn 36 40021 -1 1.0 1 557.6 0.671393643032
vsn 36 40021 -1 1.0 1 557.6 0.671393643032
vsn 36 40021 -1 1.0 1 584.2 0.76875
vsn 36 40021 -1 1.0 1 577.9 0.684597156398
vsn 36 40021 -1 1.0 1 593.4 0.746610169492
vsn 36 40021 -1 1.0 1 609.2 0.844601769912
vsn 36 40021 -1 1.0 1 606.9 0.79573283859
vse 36 40048 -1 1.0 0 420.0 0.425742574257
vse 36 40048 -1 1.0 0 480.4 0.60190023753
vse 36 40048 -1 1.0 1 497.5 0.630718954248
vse 36 40048 -1 0.9 1 556.2 0.760616438356
vse 36 40048 -1 1.0 1 421.2 0.6824
vse 36 40048 -1 1.0 1 435.0 0.631672597865
vse 36 40048 -1 1.0 1 436.1 0.604584040747
vse 37 40048 -1 0.0 0 455.5 0.1
vse 37 40048 -1 0.0 0 455.5 0.1
vse 37 40048 -1 1.0 0 443.2 0.527125506073
vse 37 40048 -1 1.0 0 514.9 0.709461663948
vse 37 40048 -1 1.0 1 527.1 0.722294022617
vse 37 40048 -1 1.0 1 498.7 0.726909722222
vse 37 40048 -1 1.0 1 581.6 0.79619047619
vse 37 40048 -1 1.0 1 562.8 0.766349206349
vse 37 40048 -1 1.0 1 609.0 0.852739726027
vse 37 40048 -1 1.0 1 504.0 0.679794520548
vse 37 40048 -1 1.0 1 611.6 0.84262295082
vse 37 40048 -1 1.0 1 594.9 0.82265758092
vsn 37 40021 -1 1.0 0 487.8 0.468235294118
vsn 37 40021 -1 1.0 0 503.4 0.571982758621
vsn 37 40021 -1 1.0 1 469.7 0.55237020316
vsn 37 40021 -1 1.0 1 493.6 0.655125284738
vsn 37 40021 -1 1.0 1 534.4 0.636658932715
vsn 37 40021 -1 1.0 1 587.7 0.699739583333
vsn 37 40021 -1 1.0 1 524.5 0.626777251185
vsn 37 40021 -1 1.0 1 524.5 0.534340659341
vse 31 40021 -1 1.0 0 373.4 0.0951111111111
vse 31 40021 -1 1.0 0 334.3 0.3574204947
vse 31 40021 -1 1.0 0 449.4 0.545009416196
vse 31 40021 -1 1.0 1 325.1 0.459849906191
vse 31 40021 -1 1.0 1 242.3 0.338830897704
vse 31 40021 -1 0.2 1 354.6 0.44077046549
vse 31 40021 -1 1.0 1 352.1 0.481459566075
vse 31 40021 -1 1.0 1 328.6 0.423509369676
vse 31 40021 -1 0.9 1 356.2 0.515298507463
vse 31 40021 -1 0.9 1 363.1 0.515664845173
vse 31 40021 -1 1.0 1 301.5 0.354578096948
vse 31 40021 -1 1.0 1 466.6 0.644333333333
vse 31 40021 -1 0.9 1 337.7 0.370615034169
vsn 31 40009 -1 0.8 0 438.2 0.349579831933
vsn 31 40009 -1 0.3 0 437.8 0.619031141869
vsn 31 40009 -1 0.6 0 388.6 0.533910034602
vsn 31 40009 -1 0.6 0 388.6 0.533910034602
vsn 31 40009 -1 0.5 0 566.6 0.756280587276
vsn 31 40009 -1 1.0 0 528.4 0.700366300366
vsn 31 40009 -1 0.7 0 569.7 0.789500860585
vsn 31 40009 -1 0.8 0 512.0 0.734432234432
vsn 31 40009 -1 0.8 0 512.0 0.734432234432
vsn 31 40009 -1 0.8 0 508.3 0.733025830258
vsn 31 40009 -1 0.8 0 500.4 0.66679462572
vsn 31 40009 -1 0.8 0 450.4 0.6
vsn 31 40009 -1 0.8 0 450.4 0.6
vsn 31 40009 -1 0.8 0 500.4 0.66679462572
vsn 31 40009 -1 0.8 0 545.2 0.694159292035
vsn 31 40009 -1 0.8 0 559.3 0.803531598513
vsn 31 40009 -1 0.8 1 559.3 0.803531598513
vsn 31 40009 -1 0.8 1 567.9 0.756814449918
