-71588.7005163253	  inf
-60824.5681468010	1.50361e-01
-60745.3242026317	1.30283e-03
-60680.3488936618	1.06963e-03
-60625.9863404017	8.95884e-04
-60579.8114610785	7.61635e-04
-60540.0698096060	6.56021e-04
-60505.4528100732	5.71803e-04
-60474.9550807202	5.04049e-04
-60447.7714484695	4.49502e-04
-60423.2206695471	4.06149e-04
-60400.6839109308	3.72982e-04
-60379.5537140895	3.49834e-04
-60359.2235270060	3.36706e-04
-60339.1723825861	3.32197e-04
-60319.1677829172	3.31536e-04
-60299.4503032969	3.26886e-04
-60280.6470481755	3.11831e-04
-60263.3976694060	2.86151e-04
-60248.0055293740	2.55414e-04
-60234.3677173158	2.26361e-04
-60222.1451793826	2.02916e-04
-60210.9636470426	1.85671e-04
-60200.5307293862	1.73273e-04
-60190.6686704701	1.63820e-04
-60181.2973712078	1.55694e-04
-60172.3902954875	1.48004e-04
-60163.9321261911	1.40566e-04
-60155.8961676718	1.33568e-04
-60148.2408080481	1.27259e-04
-60140.9160886724	1.21778e-04
-60133.8682753201	1.17188e-04
-60127.0446494649	1.13474e-04
-60120.3953365705	1.10588e-04
-60113.8750054991	1.08455e-04
-60107.4445958972	1.06970e-04
-60101.0708199708	1.06040e-04
-60094.7258303178	1.05572e-04
-60088.3861960809	1.05494e-04
-60082.0326298051	1.05737e-04
-60075.6492074670	1.06245e-04
-60069.2233504876	1.06963e-04
-60062.7453446407	1.07842e-04
-60056.2077310765	1.08846e-04
-60049.6042753925	1.09955e-04
-60042.9290197849	1.11162e-04
-60036.1738824053	1.12505e-04
-60029.3283128595	1.14024e-04
-60022.3778907401	1.15784e-04
-60015.3036956810	1.17859e-04
-60008.0819973398	1.20331e-04
-60000.6845812802	1.23274e-04
-59993.0796022687	1.26748e-04
-59985.2314735554	1.30817e-04
-59977.1025638195	1.35515e-04
-59968.6531527466	1.40877e-04
-59959.8421064196	1.46928e-04
-59950.6269053675	1.53690e-04
-59940.9639133817	1.61183e-04
-59930.8071510794	1.69446e-04
-59920.1085083147	1.78517e-04
-59908.8174475288	1.88435e-04
-59896.8796082240	1.99267e-04
-59884.2369830812	2.11073e-04
-59870.8278720455	2.23917e-04
-59856.5868546124	2.37862e-04
-59841.4448603558	2.52971e-04
-59825.3286497147	2.69315e-04
-59808.1605194480	2.86971e-04
-59789.8560294955	3.06053e-04
-59770.3216290749	3.26718e-04
-59749.4515434861	3.49171e-04
-59727.1233473496	3.73697e-04
-59703.1932490548	4.00657e-04
-59677.4909169814	4.30502e-04
-59649.8124574534	4.63801e-04
-59619.9126581381	5.01256e-04
-59587.4959585463	5.43723e-04
-59552.2062405056	5.92234e-04
-59513.6172821043	6.47985e-04
-59471.2201895830	7.12393e-04
-59424.4121247757	7.87071e-04
-59372.4868926400	8.73803e-04
-59314.6273764153	9.74517e-04
-59249.9054925909	1.09116e-03
-59177.2786615512	1.22577e-03
-59095.5806934890	1.38056e-03
-59003.5065584401	1.55805e-03
-58899.5804813968	1.76135e-03
-58782.1341238472	1.99401e-03
-58649.3110832493	2.25958e-03
-58499.1333896142	2.56060e-03
-58329.6634577702	2.89696e-03
-58139.2901987279	3.26375e-03
-57927.0736151685	3.65014e-03
-57693.0377122658	4.04018e-03
-57438.3500878480	4.41453e-03
-57165.6875941709	4.74705e-03
-56878.7972924010	5.01858e-03
-56582.0336444320	5.21747e-03
-56280.3657229062	5.33151e-03
